Unique Method Stereotype,Method Count
controller,1
get,2
factory wrapper stateless,1
collaborator incidental,2
incidental,1
property non-void-command factory collaborator,2
non-void-command collaborator,2
command collaborator,9
property collaborator,1
collaborator stateless,10
wrapper stateless,76
stateless,2
get set collaborator,1
factory controller stateless,7
controller stateless,40
set,3
constructor,27
empty,1
command,20
set collaborator,4
copy-constructor,2
property non-void-command,2
property non-void-command collaborator,8
factory collaborator stateless,1
wrapper,2
Total,227
