Unique Method Stereotype,Method Count
get non-void-command,1
factory collaborator incidental,1
property,4
get property set collaborator,1
get wrapper,2
get set collaborator,1
get set factory collaborator,4
void-accessor controller,1
property factory controller,2
factory collaborator stateless,6
factory wrapper stateless,1
predicate collaborator,1
non-void-command factory collaborator,5
predicate controller,1
get property non-void-command,3
property factory collaborator,2
command collaborator,165
get collaborator,20
predicate non-void-command,13
predicate wrapper,4
controller stateless,39
property non-void-command collaborator,51
set collaborator,47
property controller,6
get non-void-command collaborator,2
property wrapper,18
command,216
factory controller,3
empty,12
constructor,184
set,48
wrapper stateless,47
property set collaborator,4
wrapper,30
collaborator incidental,5
get property non-void-command collaborator,2
get,18
predicate set collaborator,5
get property non-void-command factory collaborator,1
get controller,1
factory controller stateless,5
void-accessor command collaborator,10
property non-void-command factory collaborator,8
predicate set,4
property non-void-command,28
property collaborator,3
incidental,30
controller,16
predicate non-void-command collaborator,34
copy-constructor,8
predicate,14
void-accessor command,5
Total,1142
