Unique Method Stereotype,Method Count
get set,1
property set collaborator,1
get non-void-command collaborator,2
get property set collaborator,1
factory controller,1
property set factory collaborator,1
get predicate non-void-command collaborator,1
non-void-command collaborator,55
predicate wrapper,17
predicate set collaborator,12
copy-constructor,8
controller,201
incidental,39
property wrapper,36
void-accessor,1
predicate collaborator,8
collaborator stateless,4
empty,43
property controller,10
property non-void-command collaborator,62
non-void-command,23
set collaborator,107
wrapper stateless,348
constructor,245
set,102
factory collaborator stateless,10
predicate non-void-command collaborator,138
wrapper,66
void-accessor wrapper,5
predicate non-void-command,51
controller stateless,473
non-void-command factory collaborator,25
predicate controller,4
predicate set,10
property non-void-command,14
property non-void-command factory collaborator,15
get property non-void-command collaborator,2
collaborator incidental,35
get,16
get collaborator,17
get non-void-command factory collaborator,3
predicate,12
factory wrapper stateless,8
get predicate,1
property factory collaborator,6
set factory collaborator,5
collaborator,4
void-accessor command collaborator,56
get property collaborator,3
void-accessor set collaborator,2
get property wrapper,2
factory collaborator incidental,2
factory controller stateless,14
void-accessor command,6
unclassified,5
get property non-void-command factory collaborator,1
command collaborator,400
property,13
void-accessor controller,2
get set collaborator,2
command,349
property factory wrapper,3
factory wrapper,1
property collaborator,11
stateless,1
Total,3122
