Unique Class Stereotype,Class Count
commander boundary degenerate,2
data-provider,1
factory degenerate small-class,1
data-provider small-class,1
commander lazy-class,1
boundary lazy-class small-class,1
commander boundary lazy-class degenerate,1
data-provider data-class small-class,1
pure-controller,3
unclassified,20
controller,3
boundary degenerate,9
commander boundary,32
commander lazy-class small-class,2
commander boundary data-class small-class,2
entity boundary degenerate,1
commander small-class,8
commander data-class,1
pure-controller degenerate,9
boundary degenerate small-class,8
entity small-class,1
empty,57
factory controller,1
commander,14
data-provider boundary small-class,4
boundary lazy-class degenerate,1
controller degenerate,6
pure-controller small-class,1
boundary,22
degenerate,22
commander boundary small-class,33
entity commander boundary,10
pure-controller degenerate small-class,5
degenerate small-class,11
entity boundary,11
entity boundary small-class,3
small-class,7
data-provider boundary,3
commander data-class small-class,1
boundary small-class,2
Total,322
