Unique Method Stereotype,Method Count
factory wrapper,2
property factory collaborator,8
void-accessor command,2
predicate collaborator,2
get property set collaborator,2
factory collaborator,3
factory controller stateless,5
collaborator stateless,27
stateless,9
get set factory,1
get property non-void-command,3
property set factory collaborator,1
get property wrapper,1
void-accessor set collaborator,9
property factory controller,1
property wrapper,8
get non-void-command collaborator,18
command collaborator,109
predicate non-void-command,6
get set,3
wrapper,3
controller stateless,33
property,4
command,64
get property controller,1
constructor,106
set,17
get collaborator,57
wrapper stateless,21
property non-void-command,12
property non-void-command factory collaborator,30
property collaborator,16
void-accessor collaborator,1
void-accessor,1
void-accessor command collaborator,31
get wrapper,2
get predicate non-void-command collaborator,2
collaborator incidental,56
get,58
get property non-void-command collaborator,4
empty,1
factory controller,14
property non-void-command collaborator,150
property controller,15
set collaborator,41
copy-constructor,11
predicate non-void-command collaborator,99
incidental,50
controller,2
non-void-command factory collaborator,18
predicate controller,10
predicate,15
predicate wrapper,1
non-void-command collaborator,9
Total,1175
