Unique Class Stereotype,Class Count
boundary,1
pure-controller degenerate small-class,1
commander boundary degenerate,1
commander boundary small-class,13
degenerate small-class,2
factory controller small-class,1
factory degenerate small-class,1
entity boundary,3
degenerate,2
pure-controller small-class,1
boundary degenerate,1
commander boundary,3
empty,35
unclassified,5
entity boundary small-class,2
small-class,1
data-provider boundary data-class small-class,1
boundary degenerate small-class,1
entity commander boundary,1
Total,76
