Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
lazy-class data-class,1
commander boundary small-class,2
minimal-entity commander boundary,2
boundary small-class,2
commander boundary data-class,1
entity data-provider boundary,1
entity boundary small-class,15
small-class,14
boundary degenerate small-class,13
commander small-class,7
entity minimal-entity commander boundary,1
commander boundary,25
boundary degenerate,6
controller,3
entity data-provider,1
commander degenerate,2
lazy-class,1
data-provider boundary small-class,5
entity boundary data-class,1
factory controller small-class,4
unclassified,30
controller small-class,11
boundary data-class small-class,6
entity commander boundary,11
pure-controller degenerate small-class,2
data-class,6
commander,29
empty,186
entity small-class,1
entity,3
boundary lazy-class degenerate,2
data-provider,2
boundary,25
degenerate,2
entity boundary,15
data-class small-class,6
data-provider small-class,4
degenerate small-class,5
Total,454
