Unique Method Stereotype,Method Count
get predicate wrapper,2
property set factory,1
predicate set collaborator,1
factory collaborator stateless,2
get property set,2
get property set collaborator,1
void-accessor set,1
factory wrapper,1
property set collaborator,1
predicate wrapper,13
get property collaborator,1
void-accessor set collaborator,5
get property wrapper,4
non-void-command collaborator,21
get non-void-command,5
collaborator incidental,42
get,67
get property non-void-command collaborator,5
void-accessor command collaborator,51
predicate collaborator,1
void-accessor,3
non-void-command,6
set collaborator,92
property non-void-command collaborator,84
property controller,17
get non-void-command factory,1
get collaborator,39
set,114
constructor,277
empty,25
factory controller,8
predicate controller,9
controller stateless,40
non-void-command factory collaborator,31
controller,12
void-accessor collaborator,3
copy-constructor,10
incidental,31
predicate non-void-command collaborator,42
wrapper,34
get set,4
destructor,10
property non-void-command,17
property non-void-command factory collaborator,20
predicate set,7
wrapper stateless,96
get non-void-command collaborator,13
property wrapper,32
void-accessor wrapper,4
predicate non-void-command,40
command,233
property factory wrapper,1
get property,2
predicate,6
get predicate,3
factory wrapper stateless,9
factory controller stateless,3
void-accessor command,10
factory collaborator incidental,2
set factory collaborator,3
collaborator,5
property collaborator,7
stateless,7
get property non-void-command factory collaborator,1
get set collaborator,4
property factory controller,1
get set factory collaborator,2
void-accessor controller,6
property factory collaborator,7
command collaborator,258
property,1
Total,1919
