Unique Method Stereotype,Method Count
get predicate set,1
get property non-void-command factory collaborator,1
get property wrapper,1
property command collaborator,4
get command collaborator,1
factory collaborator incidental,2
void-accessor set,1
property set,4
get non-void-command factory collaborator,2
get predicate non-void-command collaborator,1
property factory,4
predicate controller,42
non-void-command,1
set collaborator,133
property controller,107
property non-void-command collaborator,691
property collaborator,385
property non-void-command factory collaborator,18
property non-void-command,68
predicate set,14
get,366
collaborator incidental,116
get property non-void-command collaborator,18
collaborator,176
wrapper stateless,253
constructor,921
set,263
command collaborator,633
property,166
get predicate,2
factory wrapper stateless,7
void-accessor,4
predicate collaborator,159
incidental,131
factory collaborator,2
controller,96
get controller,4
get collaborator,486
non-void-command factory collaborator,8
controller stateless,313
void-accessor wrapper,1
predicate non-void-command,178
unclassified,67
property factory wrapper,1
command,737
empty,81
get property controller,10
factory controller,2
property wrapper,112
get non-void-command collaborator,16
factory,4
destructor,270
factory collaborator stateless,8
non-void-command factory,1
get set,11
predicate non-void-command collaborator,309
wrapper,39
predicate,188
property set collaborator,23
copy-constructor,60
void-accessor collaborator,8
void-accessor command collaborator,39
get non-void-command,44
non-void-command collaborator,4
predicate wrapper,39
property factory controller,1
get set factory collaborator,2
void-accessor controller,8
get wrapper,5
property factory collaborator,10
predicate set collaborator,16
void-accessor set collaborator,4
get property collaborator,16
get property non-void-command,3
get property,2
get set collaborator,3
get property set collaborator,7
factory controller stateless,7
void-accessor command,19
Total,7960
