Class Stereotype,Stereotype Count
entity,199
minimal-entity,17
data-provider,159
commander,639
boundary,703
factory,30
controller,35
pure-controller,155
large-class,0
lazy-class,45
degenerate,323
data-class,142
small-class,701
empty,543
unclassified,380
Total,4071
