Method Stereotype,Stereotype Count
get,3299
predicate,1198
property,4006
void-accessor,156
set,2311
command,7440
non-void-command,4945
collaborator,7775
controller,1762
wrapper,743
constructor,1429
copy-constructor,29
destructor,0
factory,620
incidental,1111
stateless,1952
empty,856
unclassified,13
Total,39645
