Unique Method Stereotype,Method Count
get property set,3
get command collaborator,4
predicate collaborator,2
get property factory controller,1
get predicate non-void-command collaborator,4
property set collaborator,13
void-accessor set,9
predicate set collaborator,4
get wrapper,8
predicate set,11
property wrapper,142
property set factory collaborator,1
get property set collaborator,2
collaborator incidental,439
get,2067
get property non-void-command collaborator,49
get property set factory collaborator,3
property non-void-command,1468
property non-void-command factory collaborator,230
stateless,94
property collaborator,9
controller,367
incidental,664
copy-constructor,29
property non-void-command collaborator,1788
property controller,127
predicate controller,47
factory controller stateless,30
void-accessor command,60
empty,856
get property controller,3
factory controller,19
property factory wrapper,2
command,4377
get property wrapper,10
predicate non-void-command collaborator,353
wrapper,86
get predicate non-void-command,5
non-void-command factory,2
get set,15
constructor,1429
set,1730
get controller,1
get collaborator,872
wrapper stateless,477
get command,1
non-void-command factory collaborator,159
controller stateless,1159
get property factory collaborator,1
get property,13
command collaborator,2912
property,55
predicate non-void-command,694
void-accessor command collaborator,86
get predicate,5
factory wrapper stateless,4
get property collaborator,4
get property non-void-command,25
get non-void-command collaborator,76
property set,17
factory collaborator incidental,8
get set collaborator,25
void-accessor controller,1
property factory controller,6
get set factory collaborator,19
get predicate controller,1
predicate wrapper,14
get non-void-command,55
non-void-command collaborator,7
predicate,58
property factory collaborator,26
get property non-void-command factory collaborator,6
unclassified,13
factory collaborator stateless,80
collaborator,5
set collaborator,459
non-void-command,1
collaborator stateless,108
property non-void-command factory,2
get non-void-command factory collaborator,21
Total,24038
