Unique Method Stereotype,Method Count
property set,1
property factory controller,1
predicate controller,2
predicate collaborator,3
unclassified,5
void-accessor command collaborator,2
void-accessor collaborator,1
non-void-command,18
predicate non-void-command,6
void-accessor controller,3
predicate wrapper,2
non-void-command collaborator,11
property set collaborator,6
get property set collaborator,1
get set,1
wrapper,11
destructor,4
get non-void-command,2
void-accessor wrapper,2
wrapper stateless,69
command collaborator,78
property wrapper,23
get non-void-command collaborator,6
copy-constructor,7
controller,14
predicate non-void-command collaborator,27
incidental,12
get collaborator,41
controller stateless,282
command,17
empty,1
constructor,152
get property collaborator,3
set,4
get wrapper,7
property controller,25
property non-void-command collaborator,71
set collaborator,8
get set collaborator,22
factory controller stateless,1
get controller,1
predicate,21
property non-void-command factory collaborator,11
property non-void-command,3
property collaborator,105
collaborator incidental,33
get,19
get property non-void-command collaborator,2
property,6
collaborator,24
Total,1177
