Unique Method Stereotype,Method Count
property,11
get set factory collaborator,2
get wrapper,6
void-accessor set,4
predicate set collaborator,1
unclassified,3
factory collaborator,3
predicate wrapper,4
non-void-command collaborator,4
property set collaborator,2
get property wrapper,1
void-accessor set collaborator,26
get non-void-command factory collaborator,4
get non-void-command collaborator,7
property wrapper,41
factory collaborator stateless,12
destructor,42
wrapper,71
factory wrapper stateless,6
predicate collaborator,46
get collaborator,235
void-accessor command,18
get controller,1
factory controller stateless,16
controller stateless,260
void-accessor wrapper,32
wrapper stateless,184
factory controller,3
empty,27
command,250
command collaborator,341
constructor,234
get property collaborator,8
set,57
predicate controller,9
non-void-command factory collaborator,20
predicate non-void-command,17
incidental,15
controller,19
copy-constructor,19
predicate non-void-command collaborator,136
property non-void-command,1
predicate set,3
property collaborator,242
property non-void-command factory collaborator,3
predicate,46
void-accessor controller,16
property controller,43
property non-void-command collaborator,212
set collaborator,65
property command collaborator,4
collaborator,8
void-accessor,2
void-accessor command collaborator,354
void-accessor collaborator,17
get,84
collaborator incidental,32
Total,3329
