Unique Method Stereotype,Method Count
factory collaborator stateless,1
get collaborator,3
controller stateless,25
set,11
constructor,27
non-void-command factory collaborator,1
get property wrapper,2
predicate non-void-command,11
predicate wrapper,1
get property non-void-command,1
command collaborator,6
command,22
set factory collaborator,1
factory controller,5
empty,2
wrapper stateless,5
collaborator,1
stateless,1
get,18
collaborator incidental,1
property non-void-command,18
property collaborator,3
void-accessor command collaborator,1
property controller,18
property non-void-command collaborator,8
set collaborator,3
property,3
get wrapper,2
property wrapper,9
predicate non-void-command collaborator,2
incidental,2
controller,10
Total,224
