Method Stereotype,Stereotype Count
get,868
predicate,149
property,1483
void-accessor,0
set,703
command,1747
non-void-command,1618
collaborator,2442
controller,392
wrapper,353
constructor,404
copy-constructor,8
destructor,0
factory,318
incidental,62
stateless,637
empty,51
unclassified,2
Total,11237
