Unique Class Stereotype,Class Count
entity data-provider boundary,1
factory controller small-class,1
lazy-class,1
minimal-entity commander boundary,1
entity minimal-entity boundary,1
data-provider small-class,1
commander data-class small-class,1
data-provider data-class,1
boundary small-class,1
factory degenerate,1
pure-controller,1
entity factory controller small-class,3
degenerate small-class,3
boundary lazy-class,1
entity,1
pure-controller degenerate,7
lazy-class degenerate,1
controller degenerate,7
data-provider,10
data-provider data-class small-class,1
commander boundary small-class,16
data-class,34
entity boundary degenerate,1
commander small-class,14
commander boundary,75
factory pure-controller degenerate small-class,8
controller,9
boundary degenerate,6
controller lazy-class small-class,1
data-class small-class,1
entity boundary,36
factory degenerate small-class,9
factory controller degenerate,5
boundary degenerate small-class,6
pure-controller degenerate small-class,22
entity commander boundary,18
factory controller,2
empty,61
commander,34
entity small-class,6
data-provider lazy-class degenerate,1
boundary data-class small-class,2
boundary data-class,3
minimal-entity boundary,1
pure-controller small-class,4
boundary,44
degenerate,13
unclassified,70
controller small-class,2
data-provider boundary,2
data-provider boundary data-class small-class,5
factory controller lazy-class degenerate,1
small-class,18
entity boundary small-class,24
Total,599
