Class Name,Class Stereotype,Method Name,Method Stereotype
"Jetty12MultipartParser","pure-controller degenerate small-class","parse","controller stateless"
"FaultsTest","commander","connectionResetByPeerFault","command collaborator"
"FaultsTest","commander","emptyResponseFault","command"
"FaultsTest","commander","malformedResponseChunkFault","command"
"FaultsTest","commander","randomDataOnSocketFault","command"
"FaultsTest","commander","getAndAssertUnderlyingExceptionInstanceClass","command collaborator"
"Jetty12HttpUtils","degenerate","unwrapResponse","wrapper stateless"
"Jetty12HttpUtils","degenerate","socket","property non-void-command collaborator"
"Jetty12HttpUtils","degenerate","tlsSocket","property non-void-command collaborator"
"Jetty12HttpUtils","degenerate","setStatusWithReason","controller stateless"
"Jetty12HttpUtils","degenerate","unwrapEndPoint","controller stateless"
"Jetty12HttpUtils","degenerate","isBrowserProxyRequest","controller stateless"
"WiremockTest","commander","captureStdOut","command"
"WiremockTest","commander","revertStdOut","wrapper"
"WiremockTest","commander","useWireMock","command"
"WireMockTestClient","boundary","WireMockTestClient","constructor"
"WireMockTestClient","boundary","WireMockTestClient","constructor"
"WireMockTestClient","boundary","WireMockTestClient","constructor"
"WireMockTestClient","boundary","mockServiceUrlFor","property wrapper"
"WireMockTestClient","boundary","newMappingUrl","property wrapper"
"WireMockTestClient","boundary","editMappingUrl","property wrapper"
"WireMockTestClient","boundary","resetDefaultMappingsUrl","property wrapper"
"WireMockTestClient","boundary","get","property non-void-command collaborator"
"WireMockTestClient","boundary","head","property non-void-command collaborator"
"WireMockTestClient","boundary","getWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","getViaProxy","property non-void-command collaborator"
"WireMockTestClient","boundary","getViaProxy","property non-void-command collaborator"
"WireMockTestClient","boundary","getViaProxy","property factory controller"
"WireMockTestClient","boundary","put","property non-void-command collaborator"
"WireMockTestClient","boundary","putWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","patchWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","requestWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","postWithBody","wrapper stateless"
"WireMockTestClient","boundary","postWithMultiparts","property non-void-command collaborator"
"WireMockTestClient","boundary","postWithChunkedBody","wrapper stateless"
"WireMockTestClient","boundary","post","property non-void-command collaborator"
"WireMockTestClient","boundary","postJson","property non-void-command collaborator"
"WireMockTestClient","boundary","putJson","property non-void-command collaborator"
"WireMockTestClient","boundary","postXml","property non-void-command collaborator"
"WireMockTestClient","boundary","patchWithBody","wrapper stateless"
"WireMockTestClient","boundary","patch","property non-void-command collaborator"
"WireMockTestClient","boundary","delete","property non-void-command collaborator"
"WireMockTestClient","boundary","deleteWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","options","property non-void-command collaborator"
"WireMockTestClient","boundary","requestWithBody","property non-void-command collaborator"
"WireMockTestClient","boundary","addResponse","command"
"WireMockTestClient","boundary","addResponse","command"
"WireMockTestClient","boundary","editMapping","command"
"WireMockTestClient","boundary","resetDefaultMappings","command"
"WireMockTestClient","boundary","snapshot","property controller"
