Unique Method Stereotype,Method Count
unclassified,1
get property non-void-command,4
property set,1
factory collaborator incidental,1
get set factory collaborator,2
get non-void-command factory collaborator,1
property set factory collaborator,1
void-accessor command collaborator,3
predicate wrapper,5
property factory wrapper,4
property non-void-command factory,2
non-void-command,1
void-accessor command,3
get wrapper,2
collaborator stateless,20
predicate,27
property set collaborator,4
stateless,9
factory controller,1
empty,71
controller stateless,741
property factory controller,8
wrapper,34
get set,121
get property wrapper,2
get non-void-command,21
factory collaborator stateless,19
property collaborator,4
property non-void-command factory collaborator,88
property non-void-command,247
factory,1
get non-void-command collaborator,47
property wrapper,71
property factory,1
predicate non-void-command,81
predicate controller,22
non-void-command factory collaborator,20
wrapper stateless,309
constructor,476
set,74
command,724
command collaborator,844
get controller,1
factory controller stateless,43
get set collaborator,58
property,19
get property non-void-command collaborator,2
get,206
collaborator incidental,55
get collaborator,195
copy-constructor,2
predicate non-void-command collaborator,34
controller,111
incidental,138
property controller,22
property non-void-command collaborator,502
set collaborator,29
factory wrapper stateless,9
property factory collaborator,23
Total,5567
