Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
factory controller degenerate,1
data-provider boundary lazy-class,3
data-provider boundary data-class,7
data-provider boundary degenerate,1
factory controller data-class small-class,1
data-provider boundary small-class,2
commander boundary degenerate,1
data-provider boundary lazy-class small-class,1
factory controller small-class,2
data-provider data-class small-class,4
boundary lazy-class degenerate,1
controller degenerate,4
entity data-provider boundary,13
data-provider boundary data-class small-class,17
controller,6
entity factory controller small-class,4
entity boundary degenerate,4
commander small-class,5
entity boundary small-class,14
small-class,11
boundary degenerate,10
entity minimal-entity commander boundary,2
commander boundary,20
data-provider lazy-class,1
data-provider boundary,47
boundary degenerate small-class,15
entity boundary data-class small-class,1
entity commander boundary,3
pure-controller degenerate small-class,11
data-class,1
controller small-class,2
unclassified,72
empty,220
commander,3
pure-controller small-class,1
degenerate,19
boundary,75
pure-controller degenerate,4
commander degenerate,1
commander boundary small-class,22
data-class small-class,2
entity boundary,40
degenerate small-class,4
data-provider,19
entity minimal-entity boundary,3
data-provider lazy-class small-class,1
entity,4
factory degenerate small-class,2
boundary small-class,2
data-provider data-class,3
data-provider small-class,2
data-provider lazy-class degenerate,1
boundary data-class small-class,2
Total,718
