Unique Method Stereotype,Method Count
property set,1
property set factory collaborator,1
property non-void-command factory collaborator,53
property non-void-command,110
set collaborator,30
property non-void-command collaborator,924
property controller,170
get,192
collaborator incidental,124
get property non-void-command collaborator,5
factory wrapper stateless,34
predicate controller,65
get factory controller,1
get collaborator,479
incidental,59
controller,10
copy-constructor,16
non-void-command factory collaborator,56
controller stateless,218
void-accessor command collaborator,8
property,92
command collaborator,386
wrapper stateless,164
factory collaborator stateless,14
predicate non-void-command collaborator,84
wrapper,7
factory controller,19
set,14
constructor,553
predicate non-void-command,66
property factory,2
property wrapper,95
get non-void-command collaborator,21
command,46
property factory wrapper,47
collaborator stateless,29
property non-void-command factory,46
get non-void-command factory collaborator,3
get property non-void-command factory collaborator,2
get set,1
get factory collaborator,3
non-void-command factory,1
property set collaborator,11
property collaborator,20
stateless,1
empty,51
get factory wrapper,1
factory controller stateless,29
void-accessor command,2
predicate,19
get wrapper,10
property factory collaborator,28
predicate wrapper,15
get predicate controller,1
factory collaborator incidental,1
property factory controller,6
non-void-command collaborator,6
get non-void-command,3
get property wrapper,2
get set collaborator,26
get property non-void-command,1
Total,4484
