Unique Class Stereotype,Class Count
data-provider lazy-class small-class,1
boundary degenerate,1
entity factory controller small-class,1
data-provider small-class,1
factory degenerate small-class,1
data-provider data-class small-class,2
commander small-class,3
degenerate,9
empty,11
unclassified,19
entity boundary small-class,1
small-class,3
controller small-class,2
data-provider boundary data-class small-class,1
lazy-class degenerate,1
boundary,7
commander,5
entity boundary,7
entity commander boundary,1
pure-controller degenerate small-class,1
data-class,1
Total,79
