Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
collaborator stateless,1
property factory collaborator,1
get wrapper,1
get collaborator,13
collaborator incidental,4
get,20
factory collaborator stateless,5
wrapper,18
controller stateless,8
property,17
command collaborator,72
property wrapper,5
get non-void-command collaborator,3
predicate controller,1
non-void-command factory collaborator,8
predicate non-void-command,7
command,74
constructor,60
set,21
property collaborator,1
property non-void-command factory collaborator,27
property non-void-command,11
empty,17
factory controller,2
property controller,26
property non-void-command collaborator,55
set collaborator,10
wrapper stateless,4
get set collaborator,1
predicate,1
collaborator,1
predicate non-void-command collaborator,11
incidental,101
controller,1
Total,609
