Unique Class Stereotype,Class Count
entity degenerate,1
entity minimal-entity boundary,1
factory degenerate small-class,1
pure-controller,1
data-provider,1
commander small-class,2
degenerate small-class,3
commander boundary,10
factory pure-controller degenerate small-class,2
controller,3
entity boundary small-class,29
small-class,3
boundary degenerate small-class,4
degenerate,22
pure-controller small-class,6
boundary,15
commander boundary small-class,22
entity,7
unclassified,7
controller small-class,5
data-provider boundary,2
commander boundary data-class,1
data-class small-class,1
entity boundary,28
entity boundary data-class small-class,2
entity commander boundary,7
factory pure-controller small-class,1
pure-controller degenerate small-class,9
entity factory controller small-class,6
factory controller data-class small-class,1
data-provider boundary small-class,3
entity small-class,1
empty,289
commander,2
data-provider data-class small-class,1
factory controller small-class,1
boundary small-class,2
data-provider data-class,1
commander data-class small-class,3
Total,506
