Unique Method Stereotype,Method Count
get collaborator,1
factory collaborator incidental,1
property factory controller,2
property set collaborator,2
stateless,2
factory wrapper,1
factory controller stateless,3
set,6
get set collaborator,5
non-void-command,4
get property,2
get property non-void-command,3
void-accessor command collaborator,16
get property non-void-command collaborator,5
collaborator incidental,23
unclassified,1
factory collaborator,1
factory wrapper stateless,38
factory collaborator stateless,1
wrapper,3
command collaborator,98
property wrapper,14
get non-void-command collaborator,6
controller stateless,44
property factory wrapper,5
constructor,209
predicate wrapper,2
non-void-command collaborator,89
non-void-command factory collaborator,14
get non-void-command,1
void-accessor set collaborator,1
get property wrapper,4
property collaborator,3
property non-void-command,4
property non-void-command factory collaborator,33
get non-void-command factory collaborator,2
predicate non-void-command collaborator,17
incidental,12
copy-constructor,47
controller,42
empty,11
factory controller,4
wrapper stateless,16
property set factory collaborator,1
command,22
property controller,28
property non-void-command collaborator,172
set collaborator,11
collaborator stateless,9
Total,1041
