Unique Method Stereotype,Method Count
property,1
controller,3
get,17
incidental,1
get collaborator,2
factory controller stateless,1
get set collaborator,1
void-accessor command,2
controller stateless,2
get non-void-command collaborator,1
command collaborator,28
empty,5
command,13
predicate non-void-command,1
predicate wrapper,1
property non-void-command collaborator,1
non-void-command factory collaborator,5
property collaborator,1
void-accessor command collaborator,6
wrapper stateless,4
constructor,23
property factory wrapper,5
set,17
collaborator incidental,5
get set,4
factory collaborator stateless,6
get non-void-command,12
get property,1
property non-void-command,1
Total,170
