Unique Class Stereotype,Class Count
entity boundary small-class,11
small-class,8
entity data-provider boundary,4
commander boundary,38
boundary degenerate,1
boundary degenerate small-class,12
entity commander boundary,12
pure-controller degenerate small-class,6
entity boundary,21
unclassified,14
empty,616
commander,11
data-provider boundary small-class,17
commander small-class,7
entity boundary degenerate,1
boundary data-class small-class,3
data-provider boundary lazy-class,1
commander boundary small-class,2
boundary,29
pure-controller small-class,1
degenerate,8
entity minimal-entity boundary,2
boundary lazy-class degenerate,1
data-provider,2
data-provider boundary,2
commander data-class small-class,1
boundary small-class,1
data-provider boundary data-class small-class,1
data-provider small-class,1
degenerate small-class,6
Total,840
