Unique Method Stereotype,Method Count
get predicate collaborator,1
get wrapper,2
get property command collaborator,1
stateless,1
property set collaborator,1
unclassified,2
property factory wrapper,1
factory controller,2
empty,5
non-void-command collaborator,3
predicate wrapper,8
collaborator,5
get property,2
void-accessor controller,5
property,25
void-accessor collaborator,3
void-accessor,3
void-accessor command collaborator,13
predicate controller,4
non-void-command factory collaborator,1
controller stateless,131
predicate non-void-command,27
property controller,10
property non-void-command collaborator,163
set collaborator,64
command collaborator,815
property wrapper,17
get non-void-command collaborator,10
get collaborator,54
copy-constructor,4
controller,58
incidental,27
predicate non-void-command collaborator,95
get property collaborator,3
set,124
constructor,178
wrapper stateless,126
command,466
predicate,25
predicate collaborator,36
destructor,98
wrapper,35
get predicate set collaborator,1
get property set collaborator,1
get command collaborator,1
collaborator incidental,28
get,34
get property non-void-command collaborator,3
get set collaborator,1
predicate set collaborator,5
property collaborator,89
property non-void-command,16
property non-void-command factory collaborator,3
Total,2836
