Unique Class Stereotype,Class Count
controller data-class small-class,1
commander lazy-class degenerate,1
data-provider boundary data-class small-class,3
lazy-class,1
factory degenerate small-class,1
lazy-class small-class,2
commander boundary degenerate,1
pure-controller degenerate,9
minimal-entity boundary,1
data-provider data-class small-class,2
commander boundary,21
degenerate small-class,13
data-provider small-class,15
entity data-provider boundary,16
data-provider lazy-class small-class,1
entity boundary,88
data-class small-class,3
data-provider boundary small-class,55
entity boundary small-class,72
small-class,39
boundary small-class,7
commander data-class small-class,6
commander,20
empty,469
lazy-class degenerate,5
pure-controller small-class,5
degenerate,38
boundary,76
entity boundary data-class small-class,1
pure-controller degenerate small-class,76
entity commander boundary,16
boundary degenerate small-class,47
unclassified,59
controller small-class,12
data-provider boundary,36
boundary lazy-class degenerate,2
controller degenerate,2
data-provider,26
boundary degenerate,14
controller,4
factory pure-controller degenerate small-class,6
data-provider boundary data-class,1
commander small-class,21
entity boundary degenerate,4
commander boundary small-class,10
entity minimal-entity boundary,2
Total,1310
