Unique Method Stereotype,Method Count
collaborator stateless,1
get predicate wrapper,1
collaborator incidental,48
get,58
get property non-void-command collaborator,32
controller,43
incidental,122
copy-constructor,78
predicate controller,13
property wrapper,197
get non-void-command collaborator,23
predicate,127
command,314
factory collaborator stateless,12
predicate collaborator,66
factory wrapper stateless,10
property set collaborator,44
predicate non-void-command collaborator,38
wrapper,106
get set,15
destructor,396
property non-void-command collaborator,1113
property controller,146
set collaborator,72
non-void-command factory collaborator,1
controller stateless,503
predicate wrapper,26
get predicate controller,1
factory collaborator incidental,1
property set,3
property collaborator,279
property non-void-command,52
property non-void-command factory collaborator,5
predicate set,9
command collaborator,797
property,95
wrapper stateless,318
constructor,1074
get property controller,2
set,67
void-accessor command collaborator,13
factory controller stateless,34
get collaborator,48
get controller,8
get property set collaborator,4
get wrapper,19
get set collaborator,23
predicate non-void-command,25
non-void-command collaborator,11
get non-void-command,12
get property wrapper,2
void-accessor controller,2
get set factory collaborator,2
unclassified,12
collaborator,15
set factory collaborator,1
property command collaborator,2
empty,50
property factory collaborator,2
predicate set collaborator,3
Total,6596
