Unique Class Stereotype,Class Count
boundary lazy-class degenerate,1
lazy-class small-class,1
factory small-class,1
data-provider boundary small-class,1
data-provider boundary,1
data-provider data-class small-class,1
factory degenerate small-class,6
small-class,10
entity boundary small-class,11
commander boundary small-class,8
pure-controller,1
degenerate small-class,9
pure-controller degenerate,16
boundary degenerate small-class,56
commander lazy-class degenerate,1
entity commander boundary,1
pure-controller degenerate small-class,103
data-class,1
unclassified,4
controller small-class,2
commander data-class small-class,2
boundary small-class,3
entity boundary degenerate,1
commander small-class,25
commander boundary data-class small-class,13
boundary data-class small-class,2
pure-controller small-class,11
boundary,2
degenerate,5
data-class small-class,2
entity boundary,4
boundary data-class,1
empty,1101
commander,6
boundary degenerate,2
commander boundary,3
Total,1418
