Unique Method Stereotype,Method Count
get collaborator,3
factory wrapper,2
property,1
collaborator stateless,10
set factory collaborator,1
get wrapper,1
property factory collaborator,1
non-void-command collaborator,1
get non-void-command collaborator,1
property wrapper,3
command collaborator,50
empty,16
command,46
set,21
constructor,142
wrapper stateless,60
wrapper,11
factory collaborator stateless,4
stateless,7
property set collaborator,14
property set,4
factory collaborator incidental,3
factory collaborator,1
get controller,1
factory controller stateless,1
controller stateless,247
predicate set collaborator,2
set collaborator,33
property controller,8
property non-void-command collaborator,26
predicate collaborator,1
factory wrapper stateless,3
property collaborator,3
property non-void-command,5
predicate non-void-command collaborator,6
controller,20
copy-constructor,5
void-accessor command collaborator,4
non-void-command factory collaborator,2
predicate controller,3
collaborator incidental,27
get,2
collaborator,2
Total,804
