Unique Method Stereotype,Method Count
property factory collaborator,1
get set collaborator,1
get set,2
non-void-command factory collaborator,4
empty,11
property factory wrapper,1
property,4
command collaborator,42
factory wrapper stateless,2
get factory collaborator,1
factory controller stateless,4
predicate non-void-command,13
command,28
constructor,32
set,63
wrapper stateless,6
get collaborator,25
factory collaborator stateless,2
get non-void-command,13
property set collaborator,1
get,71
collaborator incidental,17
controller stateless,16
property non-void-command collaborator,43
set collaborator,15
property controller,2
get non-void-command collaborator,6
property wrapper,3
predicate,4
property non-void-command,19
property non-void-command factory collaborator,12
predicate set,6
copy-constructor,2
incidental,24
predicate non-void-command collaborator,8
controller,2
Total,506
