Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
data-provider boundary lazy-class small-class,1
controller data-class small-class,1
lazy-class,1
entity boundary data-class small-class,1
entity factory controller,1
lazy-class degenerate,3
commander boundary degenerate,9
commander data-class small-class,58
boundary small-class,43
commander boundary lazy-class,1
factory controller data-class small-class,14
controller small-class,13
unclassified,96
entity factory controller small-class,25
empty,1589
entity boundary,111
commander boundary data-class small-class,63
commander,526
entity small-class,16
factory controller,2
boundary degenerate small-class,141
entity commander boundary,137
commander boundary small-class,198
boundary,65
controller lazy-class degenerate,1
degenerate,30
pure-controller small-class,24
minimal-entity commander boundary,1
pure-controller degenerate small-class,79
entity boundary small-class,162
small-class,112
boundary data-class small-class,12
data-provider small-class,3
commander boundary lazy-class small-class,2
data-class small-class,7
factory controller small-class,21
commander degenerate,12
minimal-entity boundary,2
commander boundary,250
commander data-class,3
entity,2
factory,1
degenerate small-class,60
commander boundary data-class,7
commander lazy-class degenerate,2
boundary degenerate,22
boundary lazy-class small-class,3
commander small-class,321
boundary data-class,2
commander lazy-class,1
commander boundary lazy-class degenerate,5
factory pure-controller degenerate small-class,5
pure-controller,1
data-provider boundary small-class,20
controller,3
data-provider boundary data-class small-class,4
factory pure-controller small-class,1
lazy-class small-class,5
factory degenerate small-class,20
pure-controller degenerate,17
entity data-provider boundary,3
boundary lazy-class degenerate,3
controller degenerate,8
commander lazy-class small-class,5
factory controller degenerate,3
entity minimal-entity,1
controller lazy-class small-class,1
data-provider,2
data-provider boundary,5
entity minimal-entity boundary,2
Total,4372
