Class Stereotype,Stereotype Count
entity,366
minimal-entity,7
data-provider,97
commander,167
boundary,653
factory,259
controller,218
pure-controller,274
large-class,0
lazy-class,29
degenerate,469
data-class,61
small-class,784
empty,448
unclassified,133
Total,3965
