Unique Class Stereotype,Class Count
entity boundary data-class,1
data-provider boundary lazy-class small-class,1
entity boundary lazy-class degenerate,1
lazy-class data-class,1
boundary lazy-class,3
factory degenerate small-class,39
entity,12
degenerate small-class,21
factory pure-controller degenerate small-class,101
entity factory controller small-class,33
factory controller data-class small-class,1
data-provider small-class,5
entity boundary degenerate,43
data-provider lazy-class degenerate,2
boundary data-class small-class,2
entity commander boundary,25
pure-controller degenerate small-class,94
entity boundary small-class,142
entity data-provider boundary,2
pure-controller degenerate,15
boundary,94
controller lazy-class degenerate,1
degenerate,50
pure-controller small-class,19
commander boundary small-class,24
lazy-class degenerate,8
controller,40
data-provider boundary small-class,20
pure-controller,42
boundary degenerate small-class,35
unclassified,133
controller small-class,41
data-provider lazy-class small-class,3
empty,448
factory controller,15
entity small-class,11
boundary degenerate,26
commander boundary,80
small-class,54
entity minimal-entity commander boundary,1
commander data-class small-class,2
factory degenerate,2
boundary small-class,15
data-provider data-class,5
commander,16
entity boundary,89
entity factory controller,3
factory pure-controller small-class,3
lazy-class small-class,1
controller degenerate,21
boundary lazy-class degenerate,5
boundary lazy-class data-class,1
data-class small-class,4
factory controller small-class,58
minimal-entity boundary,3
commander small-class,18
boundary data-class,2
data-provider boundary data-class small-class,14
data-provider data-class small-class,23
entity minimal-entity boundary,2
data-provider boundary,15
data-provider boundary data-class,5
commander boundary degenerate,1
entity minimal-entity,1
data-provider,2
lazy-class,2
boundary controller,1
factory controller degenerate,4
Total,2007
