Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,3
property set collaborator,1
stateless,16
predicate wrapper,5
non-void-command collaborator,6
void-accessor command collaborator,1
get non-void-command,27
collaborator stateless,27
property factory,1
predicate non-void-command,40
get property,1
property factory wrapper,17
predicate set collaborator,1
get factory collaborator,1
property set factory collaborator,1
property factory collaborator,40
property factory controller,22
factory wrapper stateless,36
set,45
get property controller,1
constructor,784
wrapper stateless,280
controller stateless,727
get controller,3
factory controller stateless,321
get set collaborator,38
property,13
get non-void-command collaborator,57
property wrapper,90
factory collaborator stateless,73
wrapper,56
get set,34
get collaborator,194
get property non-void-command collaborator,2
collaborator incidental,215
get,124
command collaborator,1081
command,255
get wrapper,1
empty,24
factory controller,41
copy-constructor,11
predicate non-void-command collaborator,88
incidental,137
controller,405
property controller,93
property non-void-command collaborator,1162
set collaborator,32
property collaborator,1
property non-void-command,142
property non-void-command factory collaborator,275
non-void-command factory collaborator,139
predicate controller,25
predicate,2
Total,7217
