Unique Method Stereotype,Method Count
predicate,1
void-accessor command collaborator,1
factory collaborator incidental,1
property set,1
get set collaborator,3
get predicate non-void-command collaborator,2
get property,1
factory wrapper stateless,7
predicate set collaborator,2
factory controller stateless,3
property factory collaborator,1
controller stateless,28
get collaborator,14
collaborator incidental,6
get,31
command collaborator,260
property wrapper,2
get non-void-command collaborator,64
property,6
get set factory collaborator,1
set,68
constructor,176
void-accessor wrapper,1
wrapper stateless,53
command,494
factory controller,3
empty,55
property non-void-command,57
property non-void-command factory collaborator,10
factory collaborator stateless,3
wrapper,47
property set collaborator,3
property controller,5
set collaborator,55
property non-void-command collaborator,101
predicate controller,1
non-void-command factory collaborator,9
predicate non-void-command,25
get non-void-command,10
get property wrapper,1
incidental,63
predicate non-void-command collaborator,45
controller,13
void-accessor controller,2
Total,1735
