Method Stereotype,Stereotype Count
get,1660
predicate,2215
property,4039
void-accessor,2063
set,1816
command,7042
non-void-command,1958
collaborator,11191
controller,2117
wrapper,2632
constructor,3461
copy-constructor,92
destructor,281
factory,865
incidental,688
stateless,3744
empty,740
unclassified,114
Total,46718
