Unique Method Stereotype,Method Count
get property,1
get non-void-command collaborator,3
non-void-command factory,1
predicate controller,4
get,319
collaborator incidental,121
get property non-void-command collaborator,8
property wrapper,97
property non-void-command,78
property non-void-command factory collaborator,41
non-void-command collaborator,71
predicate wrapper,19
property non-void-command collaborator,156
property controller,7
non-void-command factory collaborator,20
controller stateless,122
wrapper stateless,285
incidental,97
controller,16
factory incidental,4
copy-constructor,7
get collaborator,247
factory collaborator stateless,64
predicate non-void-command collaborator,103
wrapper,119
void-accessor command collaborator,25
constructor,804
set,524
empty,79
factory controller,1
unclassified,9
property set factory,2
get property non-void-command factory collaborator,3
property set factory collaborator,6
property collaborator,10
stateless,37
property set collaborator,7
predicate,30
property factory collaborator,14
set collaborator,337
non-void-command,82
command,214
property factory wrapper,17
get wrapper,1
command collaborator,327
property,17
get property collaborator,1
void-accessor set collaborator,1
get property non-void-command,2
factory wrapper stateless,10
predicate collaborator,4
void-accessor wrapper,9
predicate non-void-command,29
property factory,9
collaborator stateless,78
property non-void-command factory,10
predicate set collaborator,1
factory collaborator incidental,2
property set,8
collaborator,3
get set collaborator,10
void-accessor command,7
factory controller stateless,14
get set factory collaborator,1
property factory controller,5
get property set,2
get property wrapper,3
Total,4765
