Unique Class Stereotype,Class Count
commander lazy-class small-class,1
entity minimal-entity boundary,1
boundary data-class small-class,1
data-provider lazy-class degenerate,1
pure-controller,1
controller,1
commander lazy-class degenerate,2
lazy-class small-class,1
data-provider boundary degenerate,4
commander boundary data-class,1
data-provider degenerate,2
data-provider boundary data-class small-class,3
factory controller small-class,1
entity boundary degenerate,2
commander boundary data-class small-class,2
commander small-class,9
boundary data-class,2
controller small-class,1
unclassified,81
data-provider,40
data-provider data-class small-class,4
data-provider boundary small-class,28
entity small-class,1
empty,235
commander,16
data-provider boundary,51
commander data-class small-class,3
data-provider data-class,1
boundary small-class,23
data-provider lazy-class,1
data-class small-class,2
entity boundary,32
commander degenerate,1
lazy-class,3
pure-controller degenerate,5
entity data-provider boundary,15
degenerate small-class,16
data-class,6
entity commander boundary,7
pure-controller degenerate small-class,15
entity boundary lazy-class degenerate,1
entity boundary small-class,18
small-class,17
commander boundary small-class,20
boundary degenerate,12
degenerate,19
boundary,33
pure-controller small-class,8
data-provider small-class,15
data-provider boundary data-class,7
boundary degenerate small-class,16
commander boundary,8
entity minimal-entity commander boundary,1
Total,797
