Unique Method Stereotype,Method Count
property factory collaborator,1
get property set collaborator,1
property command collaborator,1
unclassified,1
get property controller,2
get set factory,1
get non-void-command collaborator,5
predicate set,2
property non-void-command,46
property non-void-command factory collaborator,13
incidental,209
void-accessor command collaborator,253
copy-constructor,35
void-accessor collaborator,25
command collaborator,216
property,132
get collaborator,169
command,421
predicate non-void-command collaborator,52
wrapper,35
void-accessor,30
predicate collaborator,25
destructor,157
predicate,86
factory wrapper stateless,9
get predicate,1
get non-void-command,6
get property wrapper,7
predicate wrapper,12
property non-void-command collaborator,118
set collaborator,52
property controller,20
get property,6
collaborator incidental,46
get,232
get property non-void-command collaborator,4
factory controller stateless,42
void-accessor command,158
wrapper stateless,200
predicate non-void-command,52
void-accessor wrapper,57
constructor,236
set,156
predicate controller,16
controller stateless,118
non-void-command factory collaborator,30
empty,51
factory stateless,12
get set factory collaborator,2
void-accessor controller,20
property wrapper,42
non-void-command factory,3
controller,12
factory collaborator,6
factory wrapper,3
get wrapper,20
void-accessor set,4
factory collaborator stateless,2
get set collaborator,5
collaborator,6
void-accessor set collaborator,28
get property collaborator,7
get property non-void-command,4
property collaborator,112
stateless,1
property set collaborator,2
property non-void-command factory,3
Total,3841
