Unique Class Stereotype,Class Count
boundary lazy-class degenerate,1
entity data-provider boundary,1
degenerate small-class,2
entity boundary small-class,5
degenerate,3
boundary small-class,1
data-provider boundary,4
boundary data-class small-class,2
boundary lazy-class,1
commander small-class,3
lazy-class,1
minimal-entity commander boundary,1
boundary,35
commander boundary small-class,1
commander,24
data-provider boundary small-class,1
boundary degenerate small-class,1
entity commander boundary,2
entity boundary,8
pure-controller degenerate small-class,2
data-class,1
empty,34
unclassified,39
data-provider,8
controller,1
commander boundary,20
boundary degenerate,3
Total,205
