Unique Method Stereotype,Method Count
get collaborator,29
get,290
factory wrapper stateless,1
set,287
constructor,49
property factory wrapper,1
wrapper stateless,7
get set factory collaborator,1
predicate non-void-command,2
non-void-command factory collaborator,7
property non-void-command,19
property non-void-command factory collaborator,54
command,14
factory controller,1
command collaborator,50
controller stateless,12
set collaborator,31
property non-void-command collaborator,54
property controller,1
non-void-command collaborator,1
get set collaborator,3
factory controller stateless,2
factory collaborator stateless,8
get set,2
get non-void-command collaborator,3
property wrapper,1
incidental,1
copy-constructor,2
controller,1
predicate non-void-command collaborator,4
Total,938
