Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,2
commander boundary small-class,34
empty,108
commander,19
data-provider boundary small-class,1
boundary degenerate,18
commander boundary,21
small-class,26
entity boundary small-class,10
controller degenerate,9
factory degenerate small-class,2
factory controller small-class,2
pure-controller degenerate small-class,59
pure-controller degenerate,8
degenerate,26
pure-controller small-class,30
boundary,12
boundary degenerate small-class,38
degenerate small-class,27
controller,1
factory pure-controller degenerate small-class,4
data-class small-class,1
entity boundary,3
entity boundary degenerate,8
commander small-class,23
data-provider lazy-class degenerate,1
boundary small-class,7
unclassified,28
controller small-class,6
data-provider data-class small-class,2
Total,536
