Unique Method Stereotype,Method Count
predicate wrapper,2
property wrapper,1
non-void-command factory collaborator,8
get,6
collaborator incidental,38
predicate non-void-command,6
wrapper,73
factory collaborator stateless,12
get non-void-command,1
factory controller,1
empty,34
command,195
command collaborator,183
get collaborator,3
get command,1
controller stateless,209
constructor,86
set,14
wrapper stateless,203
predicate,3
property non-void-command collaborator,48
property controller,14
set collaborator,6
get controller,1
factory controller stateless,19
collaborator stateless,17
property non-void-command factory collaborator,3
property non-void-command,36
incidental,23
controller,81
predicate non-void-command collaborator,6
stateless,1
factory wrapper stateless,2
property factory controller,1
property,2
Total,1339
