Unique Class Stereotype,Class Count
pure-controller degenerate small-class,3
commander boundary data-class small-class,1
commander boundary small-class,2
entity data-provider boundary,2
entity boundary small-class,1
small-class,2
degenerate small-class,3
degenerate,1
data-class small-class,1
empty,367
unclassified,5
pure-controller small-class,1
entity minimal-entity boundary,1
boundary,5
commander,1
data-provider boundary small-class,3
commander boundary,4
controller,2
commander boundary data-class,2
data-provider boundary,1
controller small-class,3
lazy-class small-class,1
entity boundary,3
boundary degenerate small-class,7
data-provider,12
Total,434
