Method Stereotype,Stereotype Count
get,3304
predicate,3516
property,7694
void-accessor,4189
set,2341
command,10070
non-void-command,5057
collaborator,17161
controller,4324
wrapper,2689
constructor,4483
copy-constructor,197
destructor,1266
factory,650
incidental,2218
stateless,4914
empty,574
unclassified,136
Total,74783
