Unique Class Stereotype,Class Count
entity data-provider boundary lazy-class,1
entity lazy-class degenerate,1
entity boundary lazy-class degenerate,1
boundary large-class,1
factory degenerate,1
entity minimal-entity data-provider boundary,1
factory controller data-class small-class,1
commander boundary lazy-class,1
commander data-class small-class,5
commander data-class,1
data-provider boundary lazy-class small-class,1
data-provider lazy-class degenerate,2
entity data-provider boundary degenerate,1
data-provider boundary lazy-class,3
factory small-class,1
data-provider data-class,2
boundary small-class,21
data-provider small-class,69
entity commander boundary,52
boundary degenerate small-class,138
entity minimal-entity boundary,11
data-provider boundary,165
factory pure-controller small-class,1
lazy-class small-class,9
entity small-class,2
lazy-class,20
boundary,545
pure-controller small-class,19
commander boundary small-class,58
commander lazy-class,1
boundary data-class,4
commander small-class,67
entity boundary degenerate,17
minimal-entity data-provider boundary,1
commander boundary,139
small-class,171
entity minimal-entity commander boundary,4
degenerate small-class,98
boundary lazy-class,6
unclassified,506
controller small-class,39
controller degenerate,35
boundary lazy-class degenerate,11
commander lazy-class small-class,1
data-provider boundary degenerate,9
minimal-entity boundary,12
data-class small-class,27
commander degenerate,6
factory controller small-class,3
entity boundary data-class,1
data-provider,116
entity data-provider boundary,61
pure-controller degenerate,19
pure-controller degenerate small-class,115
entity boundary small-class,181
minimal-entity commander boundary,3
data-provider degenerate,2
data-provider boundary data-class,4
commander boundary degenerate,7
degenerate,169
controller lazy-class degenerate,5
pure-controller,1
data-provider boundary small-class,107
controller,11
factory pure-controller degenerate small-class,1
factory degenerate small-class,3
empty,952
data-provider lazy-class small-class,2
entity,2
boundary data-class small-class,14
data-provider data-class small-class,9
data-provider boundary data-class small-class,23
entity factory controller small-class,10
entity boundary,357
commander,180
commander boundary data-class small-class,10
data-class,14
lazy-class degenerate,17
boundary degenerate,88
commander lazy-class degenerate,1
Total,4776
