Unique Method Stereotype,Method Count
get property factory controller,1
get predicate wrapper,1
property command collaborator,2
factory incidental,2
void-accessor set,9
get property set collaborator,5
property factory,2
factory collaborator incidental,15
property set,18
get set factory,28
get predicate collaborator,3
predicate set collaborator,60
get property wrapper,17
get predicate set collaborator,1
get predicate,3
factory wrapper stateless,9
get void-accessor,1
factory,14
void-accessor command collaborator,174
property wrapper,335
get non-void-command collaborator,186
void-accessor collaborator,79
copy-constructor,197
incidental,1408
get wrapper,61
void-accessor,41
predicate collaborator,517
factory collaborator stateless,69
get predicate non-void-command,4
non-void-command factory,2
get factory collaborator,2
get set,65
predicate non-void-command collaborator,1021
wrapper,319
destructor,1266
predicate controller,198
property factory collaborator,87
get property,30
property non-void-command,479
property collaborator,2440
property non-void-command factory collaborator,155
predicate set,53
get,1053
collaborator incidental,793
get property non-void-command collaborator,38
wrapper stateless,1796
set,1033
void-accessor set collaborator,8
get property non-void-command,53
get property collaborator,58
constructor,4496
property non-void-command collaborator,2217
non-void-command,10
set collaborator,786
property controller,424
get property set,2
get predicate non-void-command collaborator,5
command,3563
empty,574
get property controller,15
factory controller,28
command collaborator,6282
property,1179
get controller,32
get collaborator,1216
non-void-command factory collaborator,47
controller stateless,2984
property set collaborator,189
void-accessor wrapper,16
predicate non-void-command,619
unclassified,167
get property non-void-command factory collaborator,12
controller,551
factory collaborator,82
predicate,923
void-accessor command,50
factory controller stateless,55
non-void-command collaborator,7
get non-void-command,190
collaborator stateless,1
property non-void-command factory,1
get non-void-command factory collaborator,11
collaborator,510
set factory collaborator,2
get set collaborator,65
predicate wrapper,134
property factory controller,9
get set factory collaborator,17
void-accessor controller,27
Total,41709
