Class Stereotype,Stereotype Count
entity,554
minimal-entity,32
data-provider,499
commander,851
boundary,2060
factory,21
controller,89
pure-controller,171
large-class,4
lazy-class,82
degenerate,747
data-class,114
small-class,1207
empty,955
unclassified,486
Total,7872
