Unique Method Stereotype,Method Count
get property,1
get controller,6
predicate controller,2
unclassified,6
get property non-void-command,1
property set,2
get wrapper,1
get non-void-command,3
void-accessor set collaborator,4
predicate collaborator,6
property command collaborator,2
empty,3
get set collaborator,55
predicate,23
void-accessor controller,5
destructor,49
property set collaborator,50
wrapper,21
set,19
get property controller,1
constructor,144
void-accessor collaborator,5
void-accessor,3
void-accessor command collaborator,42
controller stateless,82
set collaborator,19
property controller,53
property non-void-command collaborator,282
get non-void-command collaborator,18
property wrapper,342
predicate wrapper,6
non-void-command collaborator,13
collaborator,1
predicate set,2
property collaborator,122
property non-void-command,15
wrapper stateless,1051
void-accessor wrapper,3
property,28
command,43
void-accessor command,9
get collaborator,46
controller,8
predicate non-void-command collaborator,11
copy-constructor,14
incidental,15
collaborator incidental,20
get,32
get property non-void-command collaborator,1
command collaborator,58
Total,2748
