Unique Method Stereotype,Method Count
get set factory collaborator,1
property factory wrapper,1
factory wrapper stateless,2
get property non-void-command,2
get factory collaborator,2
property non-void-command factory,1
non-void-command,2
get property set,2
property set factory collaborator,1
collaborator,4
get predicate controller,2
property set,5
predicate wrapper,2
non-void-command collaborator,6
property factory,2
predicate non-void-command,87
property collaborator,4
property non-void-command factory collaborator,18
predicate set,2
property non-void-command,196
get property,4
get collaborator,132
wrapper stateless,34
get set collaborator,18
factory controller stateless,11
unclassified,3
get property non-void-command factory collaborator,1
property,22
property controller,6
set collaborator,57
property non-void-command collaborator,356
predicate controller,23
non-void-command factory collaborator,24
property wrapper,15
get non-void-command collaborator,10
command collaborator,413
get non-void-command,22
get set,17
wrapper,17
factory collaborator stateless,14
command,251
factory controller,2
empty,53
get property controller,1
constructor,4740
get property collaborator,6
set,110
controller stateless,506
controller,16
incidental,28
copy-constructor,12
predicate non-void-command collaborator,114
predicate,6
get,325
get property non-void-command collaborator,4
collaborator incidental,67
property set collaborator,5
stateless,4
Total,7791
