Unique Method Stereotype,Method Count
void-accessor command,8
property command collaborator,6
property factory collaborator,1
predicate wrapper,6
non-void-command collaborator,21
get non-void-command,4
void-accessor set collaborator,5
predicate controller,1
non-void-command factory collaborator,12
collaborator,1
get property collaborator,1
set,14
get set,8
wrapper,12
destructor,50
property set collaborator,46
factory wrapper stateless,2
predicate collaborator,10
property,43
controller stateless,620
copy-constructor,28
incidental,2006
get collaborator,29
unclassified,9
empty,17
command,19
predicate,35
set collaborator,12
property controller,274
property non-void-command collaborator,399
constructor,552
property set,10
void-accessor wrapper,17
wrapper stateless,415
get property non-void-command collaborator,1
collaborator incidental,77
get,94
command collaborator,38
void-accessor collaborator,51
void-accessor command collaborator,46
void-accessor,8
property non-void-command,94
property collaborator,442
property non-void-command factory collaborator,3
get non-void-command collaborator,3
property wrapper,27
Total,5577
