Unique Class Stereotype,Class Count
boundary degenerate,56
controller,7
data-provider boundary,37
data-provider boundary data-class small-class,1
pure-controller degenerate small-class,38
data-class,2
entity data-provider boundary,22
degenerate small-class,260
pure-controller degenerate,380
degenerate,87
boundary,24
lazy-class,2
data-provider degenerate,27
data-provider,16
data-provider data-class small-class,1
data-provider boundary small-class,42
commander,1
empty,227
controller small-class,55
unclassified,64
data-class small-class,1
entity boundary,49
small-class,50
entity boundary small-class,9
boundary degenerate small-class,32
data-provider small-class,10
lazy-class degenerate,6
controller degenerate,4
boundary small-class,3
data-provider data-class,1
Total,1514
