Method Stereotype,Stereotype Count
get,140
predicate,52
property,1347
void-accessor,135
set,95
command,117
non-void-command,537
collaborator,1204
controller,895
wrapper,479
constructor,552
copy-constructor,28
destructor,50
factory,18
incidental,2083
stateless,1037
empty,17
unclassified,9
Total,8795
