Unique Method Stereotype,Method Count
unclassified,5
non-void-command factory collaborator,3
get property,6
predicate set collaborator,6
void-accessor command,7
predicate non-void-command,10
get set,3
wrapper,2
property set collaborator,2
destructor,29
predicate collaborator,6
predicate wrapper,6
get non-void-command collaborator,3
property wrapper,4
controller stateless,28
constructor,51
get property collaborator,3
set,21
command,48
void-accessor set,1
property,24
get controller,1
predicate,25
get non-void-command,3
void-accessor set collaborator,9
get wrapper,5
get,31
collaborator incidental,16
get collaborator,7
copy-constructor,3
predicate non-void-command collaborator,32
controller,9
incidental,6
property non-void-command factory collaborator,3
predicate set,1
property collaborator,6
void-accessor command collaborator,32
property non-void-command collaborator,51
set collaborator,15
command collaborator,42
wrapper stateless,12
void-accessor wrapper,6
Total,583
