Unique Class Stereotype,Class Count
lazy-class small-class,1
data-class,15
unclassified,30
small-class,7
entity boundary small-class,12
degenerate,1
boundary,6
pure-controller degenerate,23
commander boundary small-class,4
data-class small-class,3
entity boundary,14
commander boundary,11
boundary degenerate,2
controller,2
boundary data-class,6
pure-controller degenerate small-class,15
entity commander boundary,15
boundary degenerate small-class,3
empty,137
commander,2
controller degenerate,2
factory degenerate small-class,2
data-provider lazy-class small-class,2
entity factory controller small-class,1
data-provider data-class small-class,1
commander boundary data-class small-class,2
entity boundary degenerate,1
commander small-class,1
entity minimal-entity boundary,1
degenerate small-class,1
Total,323
