Unique Method Stereotype,Method Count
get set collaborator,1
factory controller stateless,1
get property wrapper,4
get non-void-command,11
factory wrapper stateless,1
predicate collaborator,2
factory collaborator stateless,6
wrapper,6
get set,4
get collaborator,67
empty,13
command,32
command collaborator,141
set,224
constructor,94
get non-void-command collaborator,120
property wrapper,2
predicate non-void-command,6
factory collaborator,2
controller stateless,197
set collaborator,77
property non-void-command collaborator,174
property controller,8
get property non-void-command collaborator,1
collaborator incidental,27
get,215
incidental,6
predicate non-void-command collaborator,9
controller,25
non-void-command factory collaborator,3
predicate controller,1
property collaborator,1
property non-void-command factory collaborator,3
property non-void-command,21
property,13
wrapper stateless,26
Total,1544
