Unique Method Stereotype,Method Count
factory wrapper,3
get property non-void-command,2
property factory controller,3
non-void-command factory,1
property factory wrapper,1
get property factory wrapper,1
get collaborator,15
property,3
collaborator stateless,5
predicate,4
property factory,2
predicate non-void-command,28
collaborator,3
get property non-void-command collaborator,1
get,27
collaborator incidental,26
controller stateless,260
factory wrapper stateless,8
command collaborator,687
property wrapper,40
get non-void-command collaborator,12
set collaborator,9
property controller,46
property non-void-command collaborator,739
get non-void-command,9
get property wrapper,1
predicate controller,16
non-void-command factory collaborator,22
constructor,237
factory collaborator incidental,1
property set,1
command,428
factory controller,1
empty,45
wrapper stateless,159
get factory collaborator,1
property non-void-command factory,2
property collaborator,3
property non-void-command,103
property non-void-command factory collaborator,53
predicate wrapper,1
non-void-command collaborator,5
wrapper,23
get set,1
factory collaborator stateless,19
copy-constructor,7
incidental,20
predicate non-void-command collaborator,59
controller,58
get set collaborator,8
factory controller stateless,13
set,14
get property collaborator,1
property factory collaborator,57
Total,3294
