Unique Method Stereotype,Method Count
factory collaborator incidental,3
property set factory,2
get property factory collaborator,1
get set,3
get wrapper,3
collaborator,8
property non-void-command,57
property non-void-command factory collaborator,63
stateless,12
property collaborator,47
predicate set,6
get set collaborator,7
void-accessor command collaborator,32
property non-void-command collaborator,141
property controller,12
wrapper stateless,477
controller stateless,295
non-void-command factory collaborator,12
predicate controller,6
void-accessor wrapper,1
predicate non-void-command,39
incidental,140
void-accessor collaborator,1
copy-constructor,20
property wrapper,169
get non-void-command collaborator,2
get property wrapper,3
predicate non-void-command collaborator,55
wrapper,263
property,61
command collaborator,731
predicate,94
set,327
constructor,797
get,263
collaborator incidental,172
get collaborator,85
set collaborator,201
non-void-command,166
get non-void-command,11
non-void-command collaborator,95
predicate wrapper,31
collaborator stateless,30
property factory collaborator,13
predicate collaborator,13
factory wrapper stateless,5
factory collaborator stateless,13
destructor,38
empty,35
get property controller,1
factory controller,4
unclassified,13
controller,92
factory collaborator,3
get set factory collaborator,2
property factory controller,7
factory wrapper,4
void-accessor command,2
factory controller stateless,8
property set collaborator,11
property set,2
property set factory collaborator,3
command,444
property factory wrapper,6
get property set collaborator,2
void-accessor set collaborator,4
get property collaborator,3
get property non-void-command,2
Total,5674
