,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
Discord.Net (C#),0,67,0,2,11,0,0,0,0,53,726,0,0,0,13,0,0,1,0,199,0,0,0,0,59,0,4,43,13,54,54,5,1,2,1,22,8,1,10,0,0,0,4,0,3,0,0,0,18,116,0,2,0,8,1,0,0,0,0,11,3,0,0,0,119,0,4,0,4,0,0,0,37,0,0,16,49,0,2,6,0,1,0,12,42,0,0,1,1,2,0,52,0,0,64,0,0,2,0,1,205,277,1,0,0,0,23,0,5,0,0,2,0,67,1,0
Lidarr (C#),0,104,0,12,326,0,0,0,0,41,1330,0,0,0,127,0,0,7,0,732,0,6,0,1,6,0,10,47,7,8,855,12,52,5,0,2,7,9,130,0,0,1,57,3,6,0,1,1,163,30,0,1,0,45,15,0,0,6,0,4,0,1,3,0,1639,0,29,0,82,0,0,0,30,0,1,11,604,0,47,1,5,1,0,12,39,0,0,4,8,4,0,90,0,0,260,0,3,2,0,47,132,1005,4,0,0,0,43,5,57,0,0,9,0,6,0,26
VsVim (C#),2,58,5,7,31,0,0,0,0,37,323,0,0,0,154,0,0,47,0,266,0,0,0,3,2,0,18,4,0,1,732,6,87,9,1,4,1,0,9,0,0,0,32,1,46,0,1,1,76,62,0,4,0,12,4,0,0,1,0,1,0,0,1,0,687,0,27,0,16,0,0,0,45,0,0,114,76,0,4,2,0,0,0,0,15,0,0,0,6,1,0,60,0,1,74,0,2,2,0,36,23,175,0,1,0,0,30,19,21,0,0,12,0,2,0,1
EventSourcing.NetCore (C#),0,48,0,0,14,0,0,0,0,1,184,0,0,0,22,0,0,0,0,34,0,0,0,0,7,0,2,5,0,4,4,16,0,0,0,4,0,0,48,0,0,0,1,0,0,0,0,0,3,4,0,0,0,3,28,0,0,0,0,0,0,0,1,0,393,0,0,0,0,0,0,0,8,0,0,0,81,0,5,0,0,0,0,0,1,0,1,0,0,0,0,31,0,0,4,0,0,0,0,0,33,49,0,2,0,0,36,0,8,0,0,0,0,1,0,0
elsa-core (C#),13,10,0,2,46,0,0,0,0,12,715,0,0,0,19,0,0,1,0,187,0,0,0,0,21,0,0,39,3,21,115,2,5,1,0,11,5,0,29,2,0,1,2,0,1,0,0,0,28,23,0,0,0,28,12,0,0,0,0,6,0,0,1,0,99,0,3,0,5,0,0,0,6,0,0,3,344,0,16,1,0,0,0,2,35,0,0,2,4,2,2,61,0,0,11,0,3,2,0,1,272,213,1,0,0,0,83,1,123,0,0,1,0,10,2,7
greenshot (C#),3,97,1,8,20,0,0,0,2,32,275,0,0,1,42,0,1,13,0,94,0,4,0,0,11,0,7,10,4,4,239,7,30,1,10,1,1,0,31,0,0,3,40,0,9,0,0,0,35,0,0,0,0,3,8,0,0,3,2,0,0,0,0,0,286,0,23,0,17,0,0,0,61,0,0,36,40,0,2,1,0,4,1,7,16,0,1,3,1,3,0,42,0,0,114,0,5,5,0,5,21,84,1,7,1,0,25,8,15,0,0,9,0,3,1,2
Cocona (C#),0,0,0,1,7,0,0,0,0,1,132,0,0,0,1,0,0,0,0,114,0,0,0,0,18,0,0,13,0,2,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,17,6,0,0,0,0,6,0,0,0,0,90,0,1,0,3,0,0,0,0,0,1,1,307,0,2,0,0,0,0,2,5,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,5,35,0,0,0,0,38,1,6,0,0,0,0,1,0,0
MixedRealityToolkit-Unity (C#),10,474,3,21,63,0,0,0,2,93,345,0,3,4,143,1,0,30,0,348,0,12,1,10,17,0,7,16,6,24,1161,9,82,23,5,29,13,12,16,0,1,2,65,0,56,0,5,4,222,8,0,16,0,54,25,0,0,3,0,8,0,0,4,0,1066,0,55,0,70,0,0,0,220,0,0,244,200,1,12,8,1,6,2,9,39,0,1,10,18,11,10,102,0,0,612,0,19,12,0,46,80,570,3,14,0,0,173,50,68,0,0,13,0,8,2,2
netch (C#),0,6,0,1,2,0,0,0,0,1,35,0,0,0,0,0,0,2,0,58,0,3,0,0,1,0,0,0,0,0,31,0,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,50,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,9,0,4,1,0,0,15,5,0,0,0,0,0,1,5,0,0,0,0,0,0,0
duplicati (C#),1,35,2,27,50,0,0,0,1,54,348,0,0,1,24,0,0,35,0,191,0,0,0,2,10,0,25,9,5,4,222,28,171,0,4,7,17,2,23,0,0,3,44,0,6,0,0,5,20,11,0,2,0,3,6,0,0,0,0,0,0,0,0,0,249,0,5,0,63,0,0,0,70,0,6,33,74,0,23,3,16,5,1,6,25,0,1,2,9,0,2,37,0,0,94,0,1,7,0,1,71,252,1,0,0,0,29,17,35,0,0,3,0,4,0,4
Terminal.Gui (C#),1,101,12,14,16,0,0,0,0,20,244,0,0,0,138,0,0,17,0,348,0,1,0,0,2,0,1,8,0,1,354,6,39,8,0,1,3,1,25,0,0,1,51,0,15,0,3,0,67,4,0,5,0,14,7,0,0,5,0,0,0,0,1,0,434,0,22,0,14,0,1,0,13,0,0,13,473,1,10,1,0,1,0,0,10,0,0,4,0,0,0,35,0,0,102,0,4,1,0,23,55,63,0,10,0,0,43,12,202,0,0,4,0,1,1,2
Starward (C#),1,32,0,2,7,0,0,0,0,6,80,0,0,0,3,0,0,2,0,68,0,0,0,0,0,0,3,17,0,0,91,0,24,0,1,0,0,1,3,0,0,0,2,0,5,0,0,0,33,21,0,1,0,1,3,0,0,0,0,0,0,0,0,0,105,0,7,0,4,0,0,0,1,0,0,0,33,0,4,0,1,0,0,1,3,0,0,0,0,0,0,22,0,0,24,0,4,0,0,2,96,54,0,0,0,0,4,1,2,0,0,1,0,0,0,0
BBDown (C#),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g-helper (C#),3,46,0,26,9,0,0,0,0,13,110,0,0,0,7,0,0,3,0,56,0,1,0,0,2,0,3,0,0,0,157,23,358,0,1,0,2,0,0,0,0,0,9,0,27,0,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177,0,7,0,26,0,0,0,8,0,0,9,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,50,0,0,33,0,1,0,0,0,2,21,0,1,0,0,7,2,4,0,0,0,0,1,0,20
stateless (C#),0,8,0,0,2,0,0,0,0,2,32,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,32,0,12,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,5,0,0,0,0,0,0,0,234,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,22,17,0,0,0,0,14,1,3,0,0,0,0,0,0,1
mpv.net (C#),0,15,0,0,1,0,0,0,1,8,38,0,0,0,0,0,0,2,0,28,0,0,0,0,1,0,0,1,2,0,34,1,1,1,1,0,1,0,3,0,0,0,2,0,1,0,1,0,31,4,0,1,0,1,2,0,0,1,0,0,0,0,1,0,50,0,8,0,4,0,0,0,3,0,0,4,7,0,1,0,0,0,0,0,1,0,2,1,0,0,0,12,0,0,27,0,1,0,0,1,2,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0
XCharts (C#),8,137,3,39,38,0,0,0,0,30,94,0,0,9,58,0,0,20,0,65,0,9,0,0,4,0,1,3,2,1,332,5,106,14,0,0,4,1,5,0,0,0,29,3,46,0,1,1,31,0,0,0,0,4,8,0,0,1,0,0,0,0,3,0,439,0,64,0,24,0,0,0,457,0,0,312,40,1,5,17,0,0,1,3,15,0,0,2,2,1,1,44,0,0,155,0,3,6,0,342,188,96,2,1,0,0,89,51,39,0,0,14,0,1,0,1
blazor-workshop (C#),0,5,0,11,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonoGame (C#),11,243,3,117,25,0,0,0,4,99,808,0,0,2,139,1,0,34,0,406,0,9,1,9,21,0,100,38,1,9,642,48,176,39,23,4,10,0,34,1,0,17,39,0,72,0,4,16,157,63,0,10,0,38,20,1,0,2,0,2,0,8,8,0,907,0,53,0,154,0,0,0,373,0,11,357,249,1,23,4,5,2,1,14,36,0,1,10,5,10,3,253,1,0,350,0,21,6,0,67,115,299,1,12,0,0,325,59,109,0,2,13,2,1,7,1
ModernWpf (C#),0,162,1,15,22,0,0,0,11,60,555,0,0,0,37,1,0,9,0,351,0,4,0,2,7,0,26,8,2,0,246,24,40,4,10,9,0,6,8,1,0,5,18,1,32,0,1,3,122,76,0,3,0,12,9,1,0,0,0,6,0,0,8,0,572,0,33,0,39,0,0,0,37,0,0,31,225,0,24,3,0,2,0,3,8,0,0,1,10,2,2,372,0,0,109,0,19,15,0,6,22,173,0,1,0,0,57,22,31,0,0,2,0,1,1,5
UnityLibrary (C#),0,6,1,2,1,0,0,0,0,3,31,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,6,0,75,0,5,3,0,3,0,0,1,0,0,0,3,0,0,0,0,0,20,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,5,0,0,0,9,0,0,8,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,43,0,1,0,0,0,0,2,0,0,0,0,4,1,12,0,0,0,0,0,0,0
StockSharp (C#),11,169,9,6,100,1,0,0,0,36,724,0,6,0,101,0,3,9,0,125,0,29,0,0,7,0,0,10,2,7,201,5,29,8,0,14,9,18,40,0,0,1,8,1,14,0,0,0,32,5,0,6,0,8,5,0,0,15,0,1,0,0,0,0,636,0,38,1,53,0,0,0,1,0,0,4,89,0,6,0,1,0,0,5,21,0,0,3,3,0,0,48,0,0,228,0,4,3,0,15,89,294,0,1,0,0,151,4,58,0,0,1,0,4,0,2
RevokeMsgPatcher (C#),0,1,0,1,2,0,0,0,0,2,19,0,0,0,2,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,1,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,8,1,0,0,0,1,3,2,0,1
MoreLINQ (C#),0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,317,0,0,0,0,0,0,0,6,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,10,0,0,0,0,0,0,0
ml-agents (C#),0,91,1,16,9,0,0,0,0,34,128,0,1,0,35,0,0,5,0,112,0,0,0,0,5,0,4,22,2,3,191,14,40,4,1,4,3,12,6,0,0,0,3,0,17,0,2,1,35,2,0,1,0,1,5,0,0,0,14,1,0,0,0,6,334,0,4,0,55,0,0,0,135,0,20,95,192,0,8,1,0,0,0,1,9,0,0,3,0,1,1,44,0,0,186,0,4,4,0,1,7,43,1,0,0,0,49,5,46,0,0,3,0,0,5,0
CMWTAT_Digital_Edition (C#),0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
practical-aspnetcore (C#),2,6,0,3,20,0,0,0,0,1,81,0,0,0,1,0,0,1,0,67,0,0,0,0,0,0,0,53,0,0,10,0,2,0,0,8,3,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,0,11,37,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,0,1,47,0,2,0,0,0,0,1,1,0,0,1,0,1,0,28,0,0,12,0,0,0,0,0,62,70,0,1,0,0,19,0,5,0,0,0,0,0,0,21
oxyplot (C#),1,31,0,24,54,0,0,0,0,42,281,0,1,1,29,0,0,3,0,145,0,2,0,0,7,0,0,3,0,1,199,4,42,8,0,3,8,0,12,0,0,0,21,1,25,0,0,2,42,8,0,1,0,7,5,0,0,1,0,0,0,0,0,0,355,0,31,0,46,0,0,0,53,0,2,39,101,0,9,1,1,1,0,8,18,0,0,2,2,1,1,23,0,0,55,0,2,3,0,9,14,117,1,0,0,0,36,9,85,0,0,4,0,0,0,1
TensorFlowSharp (C#),0,10,0,1,2,0,0,0,0,10,73,0,0,0,1,0,0,1,0,109,0,0,0,0,0,0,1,6,0,0,3,3,2,2,2,0,2,2,17,0,0,1,0,1,0,0,0,2,1,0,0,0,0,5,2,0,0,2,0,17,3,0,0,0,14,0,0,0,1,0,0,0,33,0,0,15,49,0,0,0,0,0,0,3,3,0,0,0,4,0,0,1,0,0,30,0,0,0,0,0,0,39,0,0,0,0,1,0,14,0,0,0,0,1,2,0
Files (C#),6,138,6,5,16,0,0,0,0,79,431,0,1,0,39,0,0,17,0,191,0,1,0,1,1,0,5,15,0,0,142,6,24,1,7,29,5,5,5,0,0,1,13,1,6,0,0,0,264,17,0,10,0,7,10,0,0,2,0,3,1,0,7,0,374,0,24,0,9,0,0,0,7,0,0,12,73,0,3,1,1,1,1,2,12,0,0,4,3,2,0,57,0,0,156,0,2,2,0,20,140,173,1,1,0,0,38,18,17,0,0,1,0,0,0,0
Electron.NET (C#),0,0,0,0,5,0,0,0,0,5,43,0,0,0,1,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,2,18,0,0,0,0,2,1,4,0,0,0,0,0,0,1
stride (C#),43,793,14,301,316,0,0,0,17,906,3813,1,8,9,695,2,0,294,2,1559,0,38,0,13,54,0,52,116,22,26,2035,181,452,110,29,71,41,23,186,3,1,21,295,7,285,0,17,6,901,111,0,37,0,64,76,3,0,12,7,38,1,0,19,1,4233,0,311,0,685,1,3,0,614,0,8,626,1154,2,160,18,5,8,3,48,219,0,1,22,12,32,3,568,0,2,846,0,51,28,0,598,606,1921,1,15,0,0,476,235,510,0,3,62,1,11,25,19
LibreHardwareMonitor (C#),1,87,0,20,10,0,0,0,2,21,217,0,0,3,11,0,0,10,0,41,0,1,0,1,1,0,1,10,0,0,149,8,32,8,1,1,0,0,10,0,0,0,17,1,20,0,0,5,82,1,0,2,0,2,0,0,0,0,0,3,0,0,0,0,211,0,34,0,34,0,0,0,119,0,0,108,28,0,9,6,0,0,0,1,12,0,0,1,5,5,0,24,0,0,113,0,6,4,0,17,10,48,0,4,0,0,35,7,35,0,0,4,0,0,1,0
MicaForEveryone (C#),0,28,0,0,0,0,0,0,0,2,62,0,1,0,1,0,2,4,0,19,0,0,0,0,0,0,0,4,0,0,35,4,2,1,6,3,0,0,1,0,0,0,1,0,1,0,0,1,28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,1,0,5,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,17,0,0,0,0,9,19,9,0,0,0,0,4,2,3,0,0,0,0,1,0,0
ModernFlyouts (C#),1,13,1,1,1,0,0,0,0,2,66,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,65,1,2,0,4,1,2,0,2,0,0,0,1,0,0,0,0,0,52,15,0,3,0,1,0,0,0,0,0,0,0,0,1,0,69,0,2,0,2,0,0,0,2,0,0,0,12,0,1,0,0,0,0,0,4,0,0,1,2,2,0,10,0,0,17,0,0,0,0,12,10,7,0,0,0,0,10,2,1,0,0,0,0,1,0,0
SuperSocket (C#),1,17,1,6,23,0,0,0,0,9,168,0,0,0,14,0,0,0,0,21,0,0,0,0,9,0,9,3,0,1,28,7,7,0,0,7,3,2,6,0,0,0,2,0,4,0,0,0,6,10,0,2,0,8,0,0,0,0,0,1,0,0,0,0,49,0,6,0,8,0,0,0,3,0,0,20,43,0,20,0,0,0,0,5,6,0,0,0,8,0,2,17,0,0,16,0,0,0,0,0,69,125,0,0,0,0,11,5,24,0,0,1,0,0,1,0
LiteDB (C#),0,10,3,5,48,0,0,0,0,15,182,0,0,0,33,3,0,3,0,72,0,0,0,1,11,0,1,2,2,8,85,7,16,3,9,16,4,2,12,0,0,1,25,0,9,0,0,9,18,4,0,2,0,4,2,0,0,1,0,3,0,0,2,0,126,0,6,0,31,0,0,0,2,0,1,5,147,0,0,1,0,0,0,1,14,0,0,0,5,0,3,24,0,1,15,0,2,4,0,1,2,257,1,0,0,0,6,7,9,0,0,4,0,0,1,0
uno (C#),28,1167,27,59,119,0,0,0,9,443,7664,0,0,6,273,5,0,117,1,13033,0,44,0,19,33,0,5151,163,15,26,1919,58,238,30,60,97,34,14,77,0,0,13,196,4,157,0,17,9,1000,5775,0,58,1,43,47,1,0,22,0,17,1,0,35,0,4344,0,190,0,303,0,1,0,191,0,4,237,2638,1,57,14,0,17,3,22,115,0,0,46,11,10,7,901,0,3,898,0,107,56,0,345,1208,1449,6,17,1,0,661,108,441,0,0,27,0,6,11,12
SimplCommerce (C#),1,3,0,9,16,0,0,0,0,3,319,0,0,0,6,0,0,0,0,47,0,2,0,1,0,0,0,3,0,3,7,5,7,4,0,0,0,0,19,0,0,0,2,0,2,0,1,0,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,25,0,17,0,25,0,0,0,3,0,0,1,108,0,1,0,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,76,459,0,0,0,0,40,2,6,0,0,3,0,0,1,0
quartznet (C#),0,68,1,14,15,0,0,0,6,52,335,0,0,0,106,0,0,6,0,242,0,0,0,9,40,0,10,30,31,25,111,10,13,1,0,5,4,0,14,1,0,0,31,0,12,0,1,1,70,9,0,1,0,21,7,0,0,2,0,6,0,0,0,1,307,0,2,0,68,0,0,0,44,0,0,24,335,0,22,0,0,1,0,3,23,0,0,2,6,1,2,46,0,0,89,0,1,3,0,4,144,158,0,2,0,0,41,6,36,0,0,5,0,53,2,1
Mapster (C#),0,2,0,1,9,0,0,0,0,10,61,0,1,0,6,0,0,1,0,86,0,1,0,1,57,0,0,3,3,11,8,1,16,0,0,9,1,0,7,0,0,0,0,0,0,0,0,1,21,6,0,2,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,304,0,0,0,0,0,0,2,2,0,0,0,0,0,1,20,0,0,14,0,1,6,0,0,6,127,0,0,0,0,5,3,8,0,0,0,0,7,0,1
ParticleEffectForUGUI (C#),0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,1,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0
glazewm (C#),1,3,0,0,5,0,0,0,0,7,159,0,0,0,1,0,0,2,0,26,0,3,0,0,0,0,0,13,0,0,15,1,1,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,9,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,2,0,1,0,0,0,4,82,0,0,0,0,1,2,1,0,0,0,0,0,0,2
csharplang (C#),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entitas (C#),0,10,0,1,4,0,0,0,0,0,138,0,0,0,3,0,0,0,0,79,0,0,0,0,6,0,0,1,0,1,157,1,3,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,24,1,0,0,0,2,2,0,0,1,0,1,0,0,1,0,256,0,1,0,2,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,7,0,1,0,0,0,0,16,0,0,0,0,19,0,21,0,0,0,0,0,0,0
CliWrap (C#),0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0
BepInEx (C#),0,8,1,1,1,0,0,0,0,2,67,0,0,0,10,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,15,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,2,12,0,0,1,1,1,0,0,1,0,0,0,0,2,0,1,0,0,6,0,0,1,0,0,0,12,0,0,0,0,10,0,4,0,0,1,0,0,0,0
elasticsearch-net (C#),0,25,0,1,7,0,0,0,0,14,3932,0,0,0,12,0,0,90,0,163,0,0,0,0,33,0,0,27,4,4,10,0,0,1,0,9651,10,1,2,0,0,0,4,1,1,0,0,3731,87,89,0,0,0,231,7,1,0,0,3,4,2,0,0,1,202,0,1,0,98,0,0,0,0,0,0,1,3014,0,0,0,0,40,0,0,8,0,0,1,10,0,0,3,0,0,4,0,1,1,0,0,34,6773,0,0,0,0,472,0,2074,0,0,2,0,0,1,1
shadowsocks-windows (C#),0,6,0,0,0,0,0,0,0,10,144,0,0,0,10,0,0,1,0,7,0,0,0,0,1,0,0,8,1,1,22,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,26,0,0,0,9,0,0,0,2,0,3,7,14,0,0,0,0,0,0,1,8,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,16,26,1,0,0,0,5,0,3,0,0,1,0,1,0,0
Windows-Auto-Night-Mode (C#),0,30,1,9,2,0,0,0,0,14,85,0,0,0,10,0,0,4,0,63,0,0,0,0,1,0,1,1,1,0,59,2,4,7,0,0,0,1,1,0,0,0,8,0,1,0,0,1,28,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,200,0,3,0,6,0,0,0,9,0,0,5,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,24,0,1,0,0,0,14,11,0,3,0,0,10,10,31,0,0,0,0,0,0,0
SignalR (C#),1,34,4,27,25,0,0,0,0,28,320,0,0,1,42,1,0,11,0,172,0,0,0,0,6,0,7,2,0,3,179,13,54,3,0,13,9,1,15,1,0,2,22,1,36,0,0,1,24,15,0,0,0,2,5,0,0,2,0,1,0,0,0,0,163,0,4,0,35,0,0,0,30,0,0,51,251,0,2,0,0,1,0,1,12,0,0,0,2,1,0,47,0,0,39,0,2,3,0,5,115,290,0,0,0,0,48,11,48,0,0,4,0,3,0,1
t3 (C#),3,135,6,54,43,0,0,0,3,96,679,0,7,1,35,1,2,45,0,83,0,1,1,1,9,0,4,8,1,0,145,8,11,9,17,6,2,4,4,0,0,0,8,1,47,0,0,1,65,4,0,55,0,2,5,0,0,0,0,1,0,0,4,0,583,0,41,0,22,0,0,0,27,0,1,15,35,0,11,1,0,4,0,7,15,0,0,4,2,0,1,18,0,0,52,0,23,1,0,3,14,36,0,2,0,0,25,19,63,0,0,5,0,1,3,0
WeiXinMPSDK (C#),1,11,5,12,5,0,0,0,3,66,628,0,0,0,3,0,0,0,0,470,0,0,0,1,0,0,0,11,0,3,22,0,42,0,6,9,0,1,8,0,0,0,13,1,57,0,0,0,67,5,0,0,0,12,7,0,0,0,0,0,0,0,0,0,85,0,2,0,16,0,0,0,22,0,0,10,302,0,29,0,0,0,0,0,162,0,0,0,62,0,4,61,0,0,26,0,0,1,0,1,22,222,0,0,0,0,20,7,53,0,0,0,0,0,0,1
xNode (C#),0,7,0,2,0,0,0,0,0,1,6,0,0,1,3,0,0,0,0,16,0,1,0,0,0,0,0,1,0,3,18,0,4,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,1,0,4,0,0,0,3,0,0,8,16,0,1,0,0,0,0,1,1,0,0,1,0,0,0,18,0,0,1,0,0,0,0,0,1,22,1,0,0,0,10,7,2,0,1,1,0,0,0,0
