,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
openapi-generator (Java),0,42,0,0,4,1,0,0,9,0,64,0,41,2,3,14,11,0,3,0,0,0,0,0,0,0,2,0,2,1,3,1,1,0,0,39,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,3,3,0,0,0,0,0,196,0,0,10,3,1,1,0,0,0,218,0,0,3,0,0,1,0,0,3,2,0,0,1,42,0,0,0,9,0,0,0,0,0,23,0,10,1,0,0,0,0,0,0,0,0,1,0,0,21,0,4,23,0,0,24,0,0,19,0,0,211,0,200,0,0,0,13,1,5,0,7,0,0,0,0,0,3,0,13,2,0,0,5,0,0,0,0,40,1
JsBridge (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SmartTabLayout (Java),0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dolphinscheduler (Java),0,97,3,0,20,0,0,0,0,3,13,0,93,0,1,76,6,0,12,4,0,0,1,0,0,0,17,0,6,9,3,40,1,0,0,123,4,0,0,0,0,0,1,0,0,0,1,68,0,0,0,2,4,3,0,1,0,0,0,159,0,0,1,0,0,0,0,0,0,41,1,0,4,0,0,0,0,0,28,5,1,0,10,163,0,0,24,6,0,0,0,1,0,13,0,14,5,0,0,0,0,0,0,0,0,0,0,0,7,1,49,114,0,0,19,0,0,45,0,10,93,0,771,0,0,0,67,0,35,0,4,0,0,0,1,0,2,0,29,20,0,0,33,0,0,0,1,42,0
Toasty (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-boot-demo (Java),0,5,0,0,7,0,0,0,0,0,3,0,8,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,13,1,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,12,0,0,5,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,14,0,0,8,0,177,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,54,0
graphql-java (Java),0,40,3,0,3,1,0,0,0,0,4,0,3,0,12,14,19,0,7,2,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,11,4,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,1,1,0,72,0,0,1,0,0,0,0,0,0,19,1,0,0,1,0,0,0,0,2,2,3,0,3,21,1,0,0,4,0,0,0,0,0,4,0,17,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,10,0,0,2,0,0,15,0,0,74,0,227,0,0,0,11,1,6,0,48,0,0,0,1,0,3,0,5,2,0,0,1,0,0,0,0,4,0
spring-analysis (Java),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0
AndroidAsync (Java),0,9,0,0,3,1,0,0,2,1,2,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,16,0,81,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0
Jetpack-MVVM-Best-Practice (Java),0,2,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,4,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
UltimateRecyclerView (Java),0,6,1,0,6,0,0,0,0,1,0,0,25,0,0,6,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,1,0,1,0,0,14,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,12,0,34,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
kestra (Java),0,58,2,0,21,0,0,0,1,0,11,0,36,1,0,75,0,0,0,6,0,0,0,0,0,0,27,0,1,1,1,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,4,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,16,1,0,1,0,0,0,0,0,3,0,0,0,1,56,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,5,0,11,0,0,14,0,0,21,0,0,35,0,280,0,0,0,65,0,5,1,1,0,0,0,0,0,1,0,63,6,0,0,0,0,0,0,2,31,0
okhttp-OkGo (Java),0,7,0,0,10,0,0,0,1,0,1,0,13,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,11,0,37,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0
RxJava-Android-Samples (Java),0,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nacos (Java),0,83,3,0,14,0,0,0,3,3,52,0,203,0,4,42,21,0,1,5,0,0,0,0,0,0,15,0,4,14,2,3,4,0,0,114,5,1,0,0,4,0,0,0,0,2,0,42,0,0,0,3,4,9,1,0,1,0,0,218,0,0,2,4,6,0,0,1,0,73,1,0,2,1,0,0,0,0,8,10,0,0,12,187,1,0,20,1,0,4,0,0,1,7,0,11,5,0,0,0,0,1,0,0,0,2,0,0,9,5,28,45,0,0,2,0,0,63,0,3,84,0,503,0,0,0,32,2,11,0,5,0,0,0,2,0,6,0,72,6,0,0,64,0,0,0,2,41,2
beam (Java),0,358,9,0,111,11,1,1,5,2,76,0,252,0,37,178,38,0,7,17,0,0,0,0,1,0,72,2,34,6,2,5,7,0,0,225,20,2,0,0,6,0,1,2,0,2,1,158,0,0,0,1,3,27,0,0,1,2,0,314,0,0,3,24,0,0,0,1,0,202,1,0,7,1,0,4,0,0,28,7,2,0,10,581,2,1,16,28,0,4,0,0,1,36,0,22,7,0,1,0,0,0,0,0,1,2,1,0,57,3,18,179,0,0,28,4,0,144,0,2,287,0,1620,0,0,0,142,8,37,0,74,1,0,0,19,2,12,0,69,33,1,0,11,0,0,1,3,78,0
PictureSelector (Java),0,4,1,0,4,2,0,0,0,0,0,0,23,0,0,3,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,14,0,168,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,9,1,0,0,5,0,0,0,0,2,0
Spring-Cloud-Platform (Java),0,7,0,0,5,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,69,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,22,0,0,0,0,0,0
canal (Java),0,30,0,0,13,0,0,0,2,0,8,0,57,0,1,6,9,0,0,0,0,0,0,0,0,0,5,0,2,2,0,2,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,0,0,1,0,0,62,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,53,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,12,8,0,0,2,0,0,9,0,2,29,0,183,0,0,0,16,0,8,0,1,0,0,0,0,0,0,0,16,3,0,0,28,0,0,0,1,7,0
resilience4j (Java),0,72,0,0,4,0,0,0,0,0,34,0,69,0,3,26,9,0,3,3,0,0,0,0,0,0,1,0,1,13,3,0,1,0,0,28,0,2,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,5,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,43,3,0,6,0,0,0,0,0,3,7,0,0,4,76,0,0,0,3,0,1,0,0,0,14,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,1,0,0,16,0,0,40,0,142,0,0,0,26,0,3,0,14,0,0,0,0,0,2,0,20,6,0,0,13,0,0,0,0,19,0
remusic (Java),0,4,0,0,27,0,0,0,0,0,1,0,46,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,63,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,18,0,0,0,0,0,0
RePlugin (Java),0,14,1,0,11,0,0,0,0,1,0,0,5,0,1,6,0,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,4,0,0,21,0,120,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Stirling-PDF (Java),0,2,0,0,2,0,0,0,0,0,7,0,5,0,0,11,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,9,0,74,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0
miaosha (Java),0,10,0,0,0,0,0,0,0,0,2,0,1,0,1,9,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,7,0,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,3,0
vjtools (Java),0,4,2,0,2,0,0,0,0,0,9,0,8,0,1,2,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,1,0,0,14,0,0,8,0,74,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0
hugo (Java),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-system-design-resources (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paascloud-master (Java),0,38,0,0,7,0,0,0,0,0,1,0,2,0,0,43,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,4,3,0,0,1,6,0,0,9,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,22,5,0,0,0,0,0,22,0,1,22,0,388,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,1,3,0
Luban (Java),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EventBus (Java),0,5,0,0,3,0,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,16,1,0
MVVMHabit (Java),0,6,0,0,2,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,4,0,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,5,0
mybatis-generator-gui (Java),0,1,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
logger (Java),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
tomcat (Java),0,78,5,0,30,8,0,0,2,6,33,0,240,0,7,56,27,0,8,16,0,0,0,0,1,0,6,0,5,6,1,6,3,0,0,84,2,0,0,0,17,0,0,0,0,1,0,124,0,0,0,6,3,4,0,0,2,0,0,380,0,0,3,9,0,0,0,0,0,46,0,0,1,0,0,0,0,0,12,9,1,1,16,118,0,0,3,4,0,2,0,0,0,9,0,22,0,0,0,0,0,2,0,0,0,3,0,0,25,0,48,22,0,0,0,0,0,33,0,1,129,0,543,0,0,0,77,1,6,0,10,0,0,0,2,0,10,0,103,7,0,0,19,0,0,0,3,40,1
SpringCloudLearning (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
fastjson (Java),0,13,1,0,0,0,0,0,1,0,199,0,23,0,2,6,3,0,0,7,0,0,0,0,0,0,1,0,2,7,1,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0,6,0,0,0,1,0,0,51,0,0,2,3,1,0,0,0,0,144,0,0,0,0,0,0,0,0,0,5,0,0,1,11,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,137,0,0,1,0,0,629,0,0,27,0,85,0,0,0,21,0,3,0,2,0,0,0,0,0,2,0,10,1,0,0,132,0,0,1,0,107,1
hello-algo (Java),0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,2,0,41,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0
ShortcutBadger (Java),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
libgdx (Java),0,176,0,0,18,2,2,0,5,1,8,0,401,1,143,12,14,0,0,2,0,0,0,0,0,0,2,0,2,4,0,2,0,0,0,17,3,0,0,0,9,0,0,1,0,0,0,25,0,0,0,2,2,0,0,0,3,0,0,278,0,0,10,0,0,0,0,1,0,30,0,0,4,1,0,0,0,0,5,5,1,0,2,88,0,0,2,12,0,3,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,0,5,0,5,0,10,20,0,0,0,0,0,14,0,2,167,0,577,0,0,0,25,0,7,0,24,0,0,0,4,0,5,0,58,9,1,0,12,0,0,0,5,9,1
jna (Java),0,16,0,0,3,0,0,0,0,0,11,0,32,0,0,4,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,34,0,0,2,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,17,0,0,0,0,0,9,0,0,15,0,252,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,5,14,1
