,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
pentaho-kettle (Java),0,244,18,0,81,2,0,0,8,5,66,0,526,1,3,62,24,0,9,8,0,0,0,0,0,0,21,0,7,11,1,9,1,0,0,185,6,2,0,0,14,0,0,0,0,1,2,64,0,0,0,3,27,2,0,0,5,1,0,678,0,0,4,10,0,0,0,0,0,147,0,0,2,1,0,0,0,0,7,17,2,0,10,475,0,3,1,4,0,1,0,0,0,26,0,7,6,1,0,0,0,3,0,0,0,4,0,0,29,6,16,87,0,0,3,0,0,60,0,2,350,0,772,0,0,0,85,1,58,0,12,0,0,0,1,1,25,0,162,9,0,0,70,0,0,1,6,56,0
elasticsearch-sql (Java),0,3,0,0,2,0,0,0,0,0,2,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,15,0,29,0,0,0,6,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
uCrop (Java),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XPopup (Java),0,2,1,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,4,0
Matisse (Java),0,2,1,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Android-SpinKit (Java),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0
jsonschema2pojo (Java),0,5,1,0,4,1,0,0,0,0,5,0,13,0,1,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,0,9,0,29,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
APIJSON (Java),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AndroidPdfViewer (Java),0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlidingMenu (Java),0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
auto (Java),0,8,0,0,5,0,0,0,0,0,4,0,4,0,3,7,1,0,0,4,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,15,0,0,0,4,17,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,0,0,0,1,0,5,0,0,14,0,114,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0
dropwizard (Java),1,23,5,0,14,0,0,0,2,3,15,0,89,0,0,34,9,0,1,4,0,0,0,0,1,0,6,1,2,5,1,1,1,0,0,72,1,0,0,0,1,0,0,0,1,0,0,38,0,0,0,0,1,3,0,0,3,0,0,67,0,0,1,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,11,6,0,0,1,62,0,1,4,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,22,0,0,4,0,0,34,0,0,36,0,98,0,0,0,34,0,1,0,10,0,0,0,0,0,3,0,43,1,0,0,7,0,0,0,0,16,0
spring-boot-examples (Java),0,3,0,0,2,0,0,0,0,0,5,0,19,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,32,0
react-native-video (Java),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LitePal (Java),0,2,0,0,1,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,27,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0,0,0,0
junit5 (Java),0,53,11,0,15,0,0,0,0,0,18,0,49,0,14,30,13,0,3,22,0,0,0,0,0,0,1,0,2,0,0,3,4,0,0,73,5,0,0,0,0,0,1,0,0,0,0,34,0,0,0,5,2,4,0,0,0,0,0,63,0,0,4,4,0,0,0,0,0,64,0,0,0,0,0,0,0,0,2,0,0,0,2,91,0,0,0,5,0,0,0,1,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,93,0,0,3,0,0,96,0,0,64,0,351,0,0,1,28,1,7,0,11,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,2,98,0
ExoPlayer (Java),0,49,2,0,23,4,0,0,2,2,59,0,187,3,5,15,24,0,1,10,0,0,0,0,0,0,8,0,6,1,0,8,1,0,0,51,5,0,0,0,1,0,0,0,0,1,1,9,0,0,0,2,2,9,0,0,2,0,0,224,0,0,0,17,0,0,0,0,0,46,1,0,1,0,0,0,0,0,2,0,0,0,0,120,0,0,2,1,0,1,0,1,0,3,0,3,1,0,0,0,0,3,0,0,0,3,0,0,18,0,0,38,0,0,9,0,0,21,0,5,99,0,306,0,0,0,35,0,24,0,16,0,0,0,0,0,2,0,12,15,0,0,4,0,0,0,0,16,0
dubbo (Java),0,97,7,0,36,7,0,0,3,4,78,0,169,1,4,109,23,0,10,7,0,0,0,0,0,0,22,1,10,8,4,8,2,0,0,237,2,0,1,0,8,0,0,0,1,0,1,109,0,0,0,2,18,6,0,0,0,1,0,274,0,0,6,5,2,0,0,0,0,141,0,0,0,2,0,0,0,0,69,9,4,0,8,160,2,2,12,6,0,6,0,0,0,40,0,20,3,0,0,0,1,1,0,0,0,0,0,0,14,0,16,52,0,0,8,1,0,118,0,0,184,0,666,0,0,0,86,1,14,0,8,0,0,0,3,1,18,0,60,20,0,0,35,0,0,1,3,123,0
JFoenix (Java),0,22,0,0,3,0,0,0,1,0,0,0,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,30,0,0,0,9,0,2,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0
DSA-Bootcamp-Java (Java),0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,127,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0
react-native-push-notification (Java),0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
zuul (Java),0,14,0,0,4,0,0,0,0,1,14,0,13,0,0,8,9,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,2,0,0,0,2,22,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,4,0,3,10,0,0,1,0,0,20,0,0,7,0,90,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,8,0
spring-cloud-alibaba (Java),0,20,0,0,1,0,0,0,0,0,6,0,25,0,1,24,2,0,0,0,0,0,0,0,0,0,2,0,1,5,7,0,1,0,0,23,2,2,0,0,1,0,0,0,0,0,0,10,0,0,0,1,1,2,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,20,1,0,0,1,14,0,1,3,1,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,13,0,0,13,0,100,0,0,0,12,0,4,0,5,0,0,0,1,0,2,0,18,6,0,0,19,0,0,0,0,4,0
flink-learning (Java),0,8,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,139,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
awesome-java-leetcode (Java),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RxAndroid (Java),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AndroidUtilCode (Java),0,1,3,0,4,0,0,0,2,0,1,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,0,0,0,0,0,9,0,0,10,0,113,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,2,0,0,0,1,5,0
HMCL (Java),0,43,0,0,3,1,0,0,2,0,0,0,17,0,7,6,37,0,2,4,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,11,3,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0,65,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,2,2,0,15,10,0,0,3,3,0,0,0,0,0,1,0,15,4,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5,0,0,6,0,0,9,0,0,59,0,158,0,0,0,24,0,2,0,15,0,0,0,0,0,0,0,12,6,0,0,2,0,1,0,0,10,1
pulsar (Java),0,201,5,0,81,2,2,0,0,2,92,0,422,0,9,77,39,0,5,19,0,0,2,0,4,0,9,0,5,6,0,8,0,0,0,192,10,0,0,0,10,0,0,0,0,0,0,70,0,0,0,2,3,6,0,0,1,1,0,283,0,0,9,8,0,0,0,1,0,120,0,0,0,1,0,0,0,0,11,6,1,0,3,386,5,1,15,7,0,0,0,0,0,22,0,11,1,0,0,0,0,2,0,0,5,0,0,0,7,1,15,26,0,0,15,1,0,70,0,2,175,0,893,0,0,0,90,4,27,0,22,0,0,0,6,0,9,0,85,10,0,0,6,0,0,0,1,47,0
hsweb-framework (Java),0,52,0,0,4,1,0,0,1,1,7,0,4,0,2,30,1,0,2,3,0,0,1,0,0,0,5,1,1,2,8,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,6,1,0,0,1,12,0,0,2,4,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,8,0,0,30,0,4,33,0,225,0,0,0,32,0,2,0,1,0,0,0,0,1,2,0,4,5,0,0,0,0,0,0,1,13,0
itstack-demo-design (Java),0,8,0,0,0,0,1,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,7,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,45,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,24,0,0,0,0,3,0
DoKit (Java),0,22,3,0,13,0,0,0,0,1,8,0,58,0,1,2,3,0,1,1,0,0,2,0,0,0,6,0,1,4,0,7,0,0,0,8,1,0,0,0,5,0,0,0,0,0,0,10,1,0,0,0,3,0,0,0,0,0,0,69,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,2,0,0,1,65,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,4,0,0,1,0,0,7,0,0,36,0,297,0,0,0,11,0,1,0,1,0,0,0,1,0,1,0,12,3,0,0,5,0,0,0,0,7,0
hutool (Java),0,95,2,0,3,1,0,0,1,3,83,0,18,0,8,53,24,0,1,3,0,0,0,0,3,1,7,0,2,5,0,7,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,2,19,0,0,0,0,0,184,0,0,0,3,0,0,0,0,0,104,0,0,0,4,0,3,0,0,12,10,1,0,2,16,0,0,3,2,0,0,0,0,0,3,0,7,1,0,0,0,0,1,0,0,0,0,0,0,18,1,24,58,0,0,10,0,0,118,0,4,80,0,472,0,0,0,44,0,4,0,11,0,0,0,3,0,1,0,13,10,0,0,9,0,0,0,7,27,0
Mybatis-PageHelper (Java),0,4,0,0,1,0,0,0,0,0,13,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,37,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0
vert.x (Java),0,71,3,0,24,0,0,0,1,1,23,0,51,0,3,6,15,0,2,1,0,0,0,0,1,0,2,0,3,3,0,2,1,0,0,20,2,1,0,0,2,0,0,0,1,0,1,46,0,0,0,1,3,10,0,0,2,0,0,63,0,0,1,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,8,0,0,0,9,69,0,0,7,3,0,1,1,0,0,7,0,9,1,0,0,0,0,0,0,0,0,1,0,0,3,1,12,18,0,0,6,0,0,13,0,0,72,0,167,0,0,0,23,2,5,0,6,0,0,0,1,1,3,0,31,4,0,0,5,0,0,1,1,15,1
Android-skin-support (Java),0,4,0,0,1,0,0,0,0,0,0,0,44,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0
SpringAll (Java),0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0
incubator-seata (Java),0,72,1,0,15,1,0,0,1,0,28,0,39,0,2,49,13,0,1,6,0,0,1,0,0,0,19,0,4,4,14,0,1,0,0,126,3,2,0,0,10,0,0,0,0,0,0,54,0,0,0,2,5,4,0,0,1,0,0,185,0,0,0,17,0,0,0,0,0,53,0,0,1,0,0,0,0,0,9,9,0,0,4,82,0,0,5,3,0,0,0,0,0,15,0,7,0,0,0,0,1,0,0,0,0,4,0,0,13,0,19,37,0,0,3,0,0,94,0,2,93,0,459,0,0,0,62,0,11,0,2,0,0,0,3,0,9,0,24,12,0,0,28,0,0,0,0,41,0
dataease (Java),0,15,0,0,7,0,0,0,0,0,2,0,5,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,6,0,0,18,0,503,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0
MaterialEditText (Java),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
